Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
20/01/2022,"56 Cluain Larach, Knockenduff, Tramore",Waterford,X91ED6F,"€220,734.00",No,Yes,New Dwelling house /Apartment,
14/10/2022,"4 FERNVALE DR, CRUMLIN, DUBLIN 12",Dublin,D12X9N1,"€459,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2022,"12 RIVERSIDE, SLIGO, CO SLIGO",Sligo,F91T2VK,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2022,"40 PORTERS GATE HEIGHTS, CLONSILLA, DUBLIN",Dublin,D15V8PX,"€406,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2022,"25 THORNLEIGH, RUSH, DUBLIN",Dublin,K56C894,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2022,"DOUGH, MILTOWN MALBAY, COUNTY CLARE",Clare,,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2022,"10 WOODMOUNT, ENNISTYMON, CO CLARE",Clare,V95A290,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2022,"15 Somerton Woods, Somerton, Newcastle Road",Dublin,,"€465,000.00",No,Yes,New Dwelling house /Apartment,
18/05/2022,"1 Curragh Farm, Ballymany, Newbridge",Kildare,,"€458,150.00",No,Yes,New Dwelling house /Apartment,
21/04/2022,"120 Forgelands, Old Forge Road, Enniscorthy",Wexford,,"€225,300.00",No,Yes,New Dwelling house /Apartment,
14/10/2022,"1 SILVER MEWS, SILVER STREET, NENAGH",Tipperary,E45CY23,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2022,"5 Chapel Hill, Garristown, Co. Dublin",Dublin,,"€343,612.33",No,Yes,New Dwelling house /Apartment,
08/09/2022,"MAIN STREET, CONVOY, LIFFORD",Donegal,F93RX9D,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2022,"CAMBLIN, NEW ROSS, WEXFORD",Wexford,Y34RT96,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2022,"APT 7, BOWERS LANE, MAIN ST",Mayo,,"€86,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2022,"25 COIS MARA, DAVITTS QUAY, DUNGARVAN",Waterford,X35NP66,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2022,"28 CULGARA, TEELING ST, BALLINA",Mayo,F26F5W0,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2022,"INCHA MORE, BOHER RD, BALLINA",Tipperary,V94D1KP,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2022,"CLOONEENMORE, COOGA, RATHLOE",Sligo,F26E864,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2022,"BRIAR ROSE, BELVEDERE, RATHMACULLIG",Cork,T12N6VW,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2022,"13 THE GALLERY, DONABATE, CO DUBLIN",Dublin,K36D437,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2022,"6 BINNION AVENUE, LETTERKENNY, CO DONEGAL",Donegal,F92F5KR,"€182,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2022,"18 The Square, Heathfield, Carriganarra",Cork,,"€348,017.61",No,Yes,New Dwelling house /Apartment,
21/11/2022,"10 GROSVENOR HOUSE, MONKSTOWN RD, MONKSTOWN",Dublin,A94VP98,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2022,"2 Park View, Fox Meadow, Loughmacask",Kilkenny,,"€566,575.00",No,Yes,New Dwelling house /Apartment,
27/06/2022,"2 CRUISE PARK DR, TYRELLSTOWN, DUBLIN",Dublin,D15XV96,"€204,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2022,"62 CARTRUN BREAC, LISBRACK RD, LONGFORD",Longford,N39H9P3,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"IB PERCY LANE, BALLSBRIDGE, DUBLIN 4",Dublin,D04VF66,"€1,185,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2022,"32 COLLEGE VIEW, MOUNTMELLICK, CO LAOIS",Laois,R32TP01,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2022,"KILBRIDE, SWINFORD, CO MAYO",Mayo,,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2022,"13 ELMCASTLE PARK, KILNAMANAGH, DUBLIN 24",Dublin,D24V02V,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2022,"BALLINTEMPLE COTTAGE, BALLINTEMPLE, WALSH ISLAND",Offaly,R35FF62,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2022,"29 SPRINGFIELD COURT, WICKLOW, WICKLOW",Wicklow,A67YN80,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2022,"8 ST CHRISTOPHERS WALK, MONTENOTTE, CORK",Cork,T23XYC4,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2022,"34 Listoke Avenue, Ballymakenny Road, Drogheda",Louth,,"€251,101.00",No,Yes,New Dwelling house /Apartment,
02/12/2022,"52 FORT OSTMAN, OLD CO RD, CRUMLIN",Dublin,D12HF64,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2022,"27 ROYAL MEADOWS, KILCOCK, KILDARE",Kildare,W23HW35,"€525,029.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2022,"Apartment 25, The Pines, Scholarstown Wood",Dublin,,"€267,387.00",No,Yes,New Dwelling house /Apartment,
05/05/2022,"CARROW, CAPPAROE, NENAGH",Tipperary,E45W218,"€65,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/08/2022,"12 FERNS CRESCENT, FERNS BRIDGE, MONASTEREVIN",Kildare,W34F223,"€245,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/12/2022,"WINDGATES HOUSE, WINDGATES, CELBRIDGE",Kildare,W23K1VT,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2022,"37 BEECHPARK, BELLEFIELD, ENNISCORTHY",Wexford,Y21Y8D7,"€273,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2022,"22 THE AVENUE, CLONATTIN VILLAGE, GOREY",Wexford,Y25AX66,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2022,"4 KILMALUM AVE, BLESSINGTON MANOR, BLESSINGTON",Kildare,W91WN63,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2022,"20 LANESBOROUGH VIEW, FINGLAS, DUBLIN 11",Dublin,D11TCK0,"€229,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2022,"42 BLUE CEDARS, GLENFINN RD, BALLYBOFEY",Donegal,F93XV74,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2022,"36 CASTLEJANE COURT, GLANMIRE, CORK",Cork,T45KR88,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2022,"TICKINCOR UPPER, CLONMEL, COUNTY WATERFORD",Waterford,,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2022,"42 ARD NA SI, LIS NA DARA, DUNDALK",Louth,A91V6XT,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2022,"BINGHAMS TOWN, BELMULLET, BALLINA",Mayo,F26V1H5,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2022,"22 THE CLOSE CLONRATTAN VILLAGE, GOREY, WEXFORD",Wexford,Y25DK50,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2022,"DEEPDALE, LOUGHSHINNEY HARBOUR, SKERRIES",Dublin,K34R156,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2022,"CONVENT OF MERCY, TRIM, CO MEATH",Meath,,"€10,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2022,"12 DOORLEY PARK, RATHANGAN, KILDARE",Kildare,R51XD51,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2022,"6 PAIRC AN CALLAN, KENMARE, KERRY",Kerry,V93N973,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2022,"MAIN STREET, KILFENORA, CO. CLARE",Clare,,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2022,"4 EASTHAM SQUARE, EASTHAM ROAD, BETTYSTOWN",Louth,A92R9PR,"€65,708.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/09/2022,"GORTNAHULLA, CASTLEMAINE, CO KERRY",Kerry,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2022,"CORRISCOFFY, AUGHAMORE, CARRICK ON SHANNON",Leitrim,,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2022,"113 Aghnaharnagh Drive, Portlaoise",Laois,,"€281,938.33",No,Yes,New Dwelling house /Apartment,
07/04/2022,"27 HIGHBURY WATERPARK, CARRIGALINE, WATERPARK",Cork,P43XR77,"€298,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2022,"23 SOMERTON GATE, ADAMSTOWN, LUCAN",Dublin,K78N9F9,"€218,229.00",No,Yes,New Dwelling house /Apartment,
10/08/2022,"105 BISHOPSWATER, WEXFORD, WEXFORD",Wexford,Y35C8W3,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2022,"25 FARRENBOLEY PARK, DUNDRUM RD, WINDY ARBOUR DUBLIN 14",Dublin,D14TD88,"€880,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2022,"7 RACECOURSE COURT, THE COAST, BALDOYLE",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,
24/08/2022,"24 Knightswood Place, Knightswood, Williamstown",Waterford,,"€255,505.73",No,Yes,New Dwelling house /Apartment,
06/05/2022,"5 Racecourse Court, The Coast, Baldoyle",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,
12/04/2022,"KILCAIMIN, MAREE, ORANMORE",Galway,H91C2Y6,"€695,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2022,"13 THE GABLES, LAKEPOINT PARK, MULLINGAR",Westmeath,N91E4H6,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2022,"3 RAHEEN CRESCENT, FORTUNESTOWN, TALLAGHT",Dublin,D24DHF1,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2022,"KILGLASS, RAHARA, ROSCOMMON",Roscommon,F42W132,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2022,"20 MAIN ST, DRIMOLEAUGE, CORK",Cork,P47DF10,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2022,"2 Graydon Green, Newcastle, Co. Dublin",Dublin,,"€343,612.33",No,Yes,New Dwelling house /Apartment,
14/06/2022,"53 MOUNTPLEASANT AVENUE LOWER, RANELAGH, DUBLIN 6",Dublin,D06HP70,"€1,210,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2022,"6 LUB NAHABHANN, SCART, CASTLECOVE",Kerry,V93E729,"€205,000.00",No,Yes,New Dwelling house /Apartment,
08/07/2022,"1 LEEVIEW, CARRIGROHANE, CORK",Cork,T12HXT6,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2022,"SHANAWAY, 6 ST MARY'S VILLAS, WESTERN RD",Cork,T12NH64,"€348,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2022,"37 ASHFIELD CRESCENT, NORTH RD, DROGHEDA",Louth,A92EY6Y,"€363,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2022,"17 THE GREEN, LAKEPOINT PK, MULLINGAR",Westmeath,N91C2R4,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2022,"16 GLEANN CRYLE, ABBEYFEALE, LIMERICK",Limerick,V94X2PY,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2022,"12 CASTLEMARA, ANNACOTTY, LIMERICK",Limerick,V94P2R0,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2022,"APT 2, 61 MAIN ST, STATION POINT",Dublin,D13VN84,"€154,185.02",No,No,Second-Hand Dwelling house /Apartment,
11/08/2022,"HOLLY COTTAGE, ST COLMANS TERRACE, TULLAMORE",Offaly,R35VF85,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2022,"34 LEINSTER PARK, HAROLDS CROSS, DUBLIN 6W",Dublin,D6WX458,"€725,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2022,"3 SANDYFORD HALL PLACE, SANDYFORD, DUBLIN 18",Dublin,D18A3V6,"€610,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2022,"2 Glensheskin, Kilworth",Cork,,"€409,691.63",No,Yes,New Dwelling house /Apartment,
04/07/2022,"26 STEEPLE MANOR, TRIM, MEATH",Meath,C15XH94,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2022,"2 MEADOW PARK, KILBEGGAN, WESTMEATH",Westmeath,N91YX24,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2022,"16 Clochan na Mara, LISCANNOR, CLARE",Clare,V95NW02,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2022,"1 The Gardens, Coachroad Meadows, Clane",Kildare,,"€220,264.32",No,Yes,New Dwelling house /Apartment,
30/09/2022,"MAIN ST, PALLASKENRY, LIMERICK",Limerick,V94KT5W,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2022,"22 CLIBBORNE WAY, MOATE, WESTMEATH",Westmeath,N37XC56,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2022,"THE GROVE, BALLINODE, SLIGO",Sligo,F91AH7R,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2022,"5 The Meadows, Castlefarm, Dunboyne",Meath,,"€376,093.75",No,Yes,New Dwelling house /Apartment,
01/02/2022,"8 Railway Crescent, Rampark, Jenkinstown",Louth,,"€308,370.04",No,Yes,New Dwelling house /Apartment,
26/05/2022,"59 DUNARAS, BISHOP ODONNELL RD, GALWAY",Galway,H91K889,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2022,"CASTLEGAR, GALWAY",Galway,H91XCX2,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2022,"13 OAK GROVE, CLONBALT WOOD, LONGFORD",Longford,N39X3R7,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2022,"LORRHA, NENAGH, TIPPERARY",Tipperary,E45HX04,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2022,"APT 125 BLOCK B, CASTLE PLACE, RAILWAY SQUARE",Waterford,,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2022,"DERRYGUILE, MOUNTMELLICK, CO. LAOIS",Laois,R32N9K0,"€57,575.00",No,No,New Dwelling house /Apartment,
28/06/2022,"90 ASSUMPTION PARK, ROSCREA, CO TIPPERARY",Tipperary,E53N827,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2022,"76 Oldtown Woods, Shackletown Road, Celbridge",Kildare,,"€291,021.00",Yes,Yes,New Dwelling house /Apartment,
11/08/2022,"33 MARINE VIEW, ATHLONE, WESTMEATH",Westmeath,N37TD92,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2022,"273 MALAHIDE MARINA VILLAGE, MALAHIDE, DUBLIN",Dublin,K36W427,"€565,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/02/2022,"APT 11 CARTRON COURT, ROSSES POINT ROAD, SLIGO",Sligo,F91XW66,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2022,"267 TEMPLEOGUE RD, DUBLIN 6W, DUBLIN",Dublin,D6WPW62,"€920,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2022,"OUR LADY OF APOSTLES, 51 ELM PARK, KNOCK ROAD",Mayo,F12V4K8,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2022,"40 CHANDLERS WAY, RUSHBROOKE LINKS, COBH",Cork,P24HK10,"€301,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2022,"116 SWEETBRIAR, TRAMORE, WATERFORD",Waterford,X91XK88,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2022,"APT 23 WILLIAM BLIGH, GASWORKS, BARROW ST",Dublin,D04N5N2,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2022,"13 KELSTON AVE, KELSTON, LEOPARDSTOWN RD DUBLIN 18",Dublin,D18RX07,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2022,"30 BLOSSOM COURT, ESKER HILLS, PORTLAOISE",Laois,R32ET9P,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2022,"8 WOODVILLE MANOR, AVENUE ROAD, DUNDALK",Louth,A91K2W6,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2022,"5 CHESTNUT VIEW EDGEWORTHSTOWN, EDGEWORTHSTOWN, LONGFORD",Longford,N39NV34,"€297,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2022,"13 RIVERSIDE, BALLINAKILL DOWNS, WATERFORD",Waterford,X91F6N3,"€675,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2022,"7 Castleland Park Lawn, Castlelands, Balbriggan",Dublin,,"€325,991.19",No,Yes,New Dwelling house /Apartment,
22/07/2022,"30 Marlmount Park, Dundalk",Louth,,"€303,964.76",No,Yes,New Dwelling house /Apartment,
22/12/2022,"126 WALKINSTOWN RD, WALKINSTOWN, DUBLIN 12",Dublin,D12P6K6,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2022,"THE GATE LODGE, SOMERTON, CASTLEKNOCK",Dublin,D15H682,"€9,814,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2022,"147 MILEHOUSE RD, SHINGAUN, ENNISCORTHY",Wexford,,"€125,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
03/05/2022,"34 THE ELMS, LOUGH NA GLACK, CARRICKMACROSS",Monaghan,A81XD85,"€127,753.00",No,Yes,New Dwelling house /Apartment,
12/10/2022,"21 THORNBERRY, LETTERKENNY, DONEGAL",Donegal,F92K27W,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/05/2022,"79 OAK HOUSE, SILVERBANKS, THE COAST",Dublin,D13NRT1,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2022,"MANOR HOUSE, TRALEE, KERRY",Kerry,V92AK10,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2022,"MOYNEARD, MOYNE, TEMPLETUOHY",Tipperary,E41C1H7,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2022,"MAULICORCORAN, LISAVAIRD, CLONAKILTY",Cork,P85WC53,"€388,500.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2022,"CLONOOSE BIG, BALLYHEELAN, KILNALECK",Cavan,A82TX09,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2022,"STATION ROAD, CASTLEBAR, MAYO",Mayo,F23VX59,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2022,"BALLYNAKILL, BROADFORD, CO KILDARE",Kildare,W91VH60,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2022,"157 KILBARRACK RD, RAHENY, DUBLIN 5",Dublin,D05T634,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2022,"14 COIS LOCHA, DOOHAMLET, CASTLEBLAYNEY",Monaghan,A75RR62,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2022,"CASTLEMITCHELL, SOUTH, ATHY",Kildare,R14K651,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/05/2022,"TOWNHOUSE, 38 MEATH ST, DUBLIN 8",Dublin,,"€281,250.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2022,"90 FEARREN RI, DOUGHISKA, MARLIN PARK",Galway,,"€279,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2022,"32 JOHNSGATE VILLAGE, JOHNSGATE, LIMERICK",Limerick,V94AE9A,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/04/2022,"61 Mill Avenue, Millerstown, Kilcock",Meath,,"€343,611.00",No,Yes,New Dwelling house /Apartment,
09/03/2022,"APT 3, ROSEVIEW COMMERCIAL, CARRIGNAVAR",Cork,T34WY03,"€60,000.00",No,Yes,New Dwelling house /Apartment,
19/12/2022,"55 Cuirt Bhoirne, Curragrean, Roscam",Galway,,"€400,881.05",No,Yes,New Dwelling house /Apartment,
16/08/2022,"15 CEDARWOOD DR, CASTLE HEIGHTS, KILMONEY RD",Cork,P43TR82,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2022,"26 FFORSTER GROVE, BALLYDOWD MANOR, LUCAN",Dublin,K78PD81,"€368,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2022,"10 NEWTOWN MEWS, TRAMORE, WATERFORD",Waterford,X91H6R3,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2022,"BALLINHASK, KILMUCKRIDGE, CO WEXFORD",Wexford,,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2022,"BALLOUGHTON, WELLINGTONBRIDGE, WEXFORD",Wexford,Y35V2X7,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2022,"31 EASONS HILL, OFF ROMAN ST, BLACKPOOL",Cork,T23E62C,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2022,"225 CITY CAMPUS, LORD EDWARD ST, LIMERICK",Limerick,,"€178,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2022,"7 NEW BRIGHTON TERRACE, PARNELL ROAD, BRAY",Wicklow,A98HR02,"€557,135.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2022,"51 SEANABOTHAIR, KILLEENS, CORK",Cork,T23T264,"€281,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2022,"59 ADAMSTOWN WAY, ADAMSTOWN, LUCAN",Dublin,K78T5V7,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2022,"UMBER LODGE, SHINAGH, BANDON",Cork,P72WN28,"€303,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2022,"APT 1, 8 WILLIAM ST, WATERFORD",Waterford,X91HY98,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2022,"10 OLD CLIFFE, SKEHARD RD, BLACKROCK",Cork,T12AHE2,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2022,"15 SLI CHORMAIC, ARAS NA RI, OLD RD",Tipperary,E25VA46,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2022,"KNOCKNASILLOGUE, BLACKWATER, WEXFORD",Wexford,Y21DK70,"€308,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2022,"CURKISH, BAILIEBOROUGH, CAVAN",Cavan,A82YN29,"€252,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2022,"29 BRANSWOOD, ATHY, KILDARE",Kildare,R14TK49,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2022,"1 EISCIR SUMMER RD, EISCIR MEADOWS, TULLAMORE",Offaly,R35X9E2,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/03/2022,"109 INCHICORE RD, DUBLIN 8, DUBLIN",Dublin,D08RW2H,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2022,"73 berford, station road, duleek",Meath,,"€295,154.18",No,Yes,New Dwelling house /Apartment,
19/01/2022,"97 COOPERS GRANGE OLD QUARTER, BALLINCOLLIG, CORK",Cork,P31H343,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2022,"155 Temple Mills, Rathangan",Kildare,,"€227,312.78",No,Yes,New Dwelling house /Apartment,
14/07/2022,"7 FOREST PARK, KILLYGORDON, CO DONEGAL",Donegal,F93HN83,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2022,"HAW, LIFFORD, DONEGAL",Donegal,,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2022,"14 CHURCH VIEW, ASHGROVE, MOUNTMELLICK",Laois,R32XK76,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2022,"LARCH HILL, COLMAN, FETHARD",Tipperary,E91XD95,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2022,"30 Coolkellure Lawn, Lehenaghmore, Cork City",Cork,,"€317,136.56",No,Yes,New Dwelling house /Apartment,
01/09/2022,"5  6  7  & 8, 5 BUCKINGHAM STREET LOWER, DUBLIN 1",Dublin,D01XE89,"€4,961,040.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2022,"84 FOXROCK AVE, FOXROCK, DUBLIN 18",Dublin,D18K4A0,"€820,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2022,"130 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin,D12RK79,"€210,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
22/08/2022,"10 LAPWING GROVE, ST MARNOCKS BAY, PORTMARNOCK",Dublin,,"€599,118.94",No,Yes,New Dwelling house /Apartment,
31/03/2022,"THE BUNGLOW, WESTOWN, TRAMORE",Waterford,,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2022,"MONBOY, CRAANFORD, GOREY",Wexford,,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2022,"8 CARNDONAGH LAWN, DONAGHMEDE, DUBLIN 13",Dublin,D13YV52,"€414,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2022,"39 SHELTON PARK, DUBLIN 12, DUBLIN",Dublin,D12HX89,"€645,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2022,"6 WOLSELEY COURT, TULLOW, CARLOW",Carlow,R93CY97,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2022,"11 LIFFEY TERRACE, NEWBRIDGE, COUNTY KILDARE",Kildare,W12W309,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2022,"THE HERMITAGE, ARDNADITIAN, MANORCUNNINGHAM",Donegal,F92TX47,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2022,"4 BRADFIELDS, DUNDERROW, KINSALE",Cork,P17H218,"€635,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2022,"5 KYLEMORE GROVE, FIDDOWN, KILKENNY",Kilkenny,E32HW20,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2022,"96 Ardilea Crescent, Heidelberg, Ardilea",Dublin,,"€568,282.00",No,Yes,New Dwelling house /Apartment,
15/07/2022,"13 DOMVILLE DR, TEMPLEOGUE, DUBLIN 6W",Dublin,D6WYT27,"€546,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/08/2022,"20 FITZWILLIAM POINT, FITZWILLIAM QUAY, RINGSEND DUBLIN 4",Dublin,D04Y772,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/01/2022,"95 WILLOW PARK, CLONMEL, TIPPERARY",Tipperary,E91VK00,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
