Address,County,Not Full Market Price,VAT Exclusive,row_id,"Price(1,000 €)",year,quarter,year_norm,is_new_property
"30 THE TURNPIKE, SANTRY CROSS, SANTRY DUBLIN 9",Dublin,1,0,49344,225.0,2024,2,8,0
"27 PARKHILL AVE, KILNAMANAGH, DUBLIN 24",Dublin,0,0,49345,416.0,2024,4,8,0
"22 BALLYMACOOL TERRACE, LETTERKENNY, CO DONEGAL",Donegal,0,0,49346,181.0,2024,3,8,0
"14 THE CLOSE, GRAIGAVERN LODGE, BALLYBRITTAS",Laois,0,0,49347,230.0,2024,1,8,0
"29A FOXFIELD PARK, RAHENY, DUBLIN 5",Dublin,0,0,49348,930.0,2024,4,8,0
"36 MILLMOUNT AVE, DRUMCONDRA, DUBLIN 9",Dublin,0,0,49349,805.0,2024,4,8,0
"5 FOXFIELD PARK, RAHENY, DUBLIN 5",Dublin,0,0,49350,735.0,2024,1,8,0
"19 HEATHERVIEW LAWNS, AYLESBURY ESTATE, TALLAGHT DUBLIN 24",Dublin,1,0,49351,155.0,2024,3,8,0
"23 Fern Court, Stepaside Park, Stepaside",Dublin,0,0,49352,422.0,2024,3,8,0
"19 HIGHFIELD COURT, BOLLARNEY, COUNTY WICKLOW",Wicklow,0,0,49353,253.0,2024,1,8,0
"ROSE COTTAGE, ROCKY VALLEY, KILMACANOGUE",Wicklow,0,0,49354,800.0,2024,3,8,0
"16 MAPLE DRIVE, ELDERGROVE, TRIM",Meath,0,0,49355,290.0,2024,1,8,0
"35a Bawnogue Green, The Bawnogues, Kilcock",Kildare,0,1,49356,427.31,2024,2,8,1
"6 HAMILTON HALL, DUNBOYNE, MEATH",Meath,0,0,49357,350.0,2024,4,8,0
"TINNARAGH, BALLACOLLA, CO. LAOIS",Laois,0,0,49358,120.0,2024,4,8,0
"7 ST MOLINGS TERRACE, ENNISCORTHY, CO WEXFORD",Wexford,0,0,49359,145.0,2024,3,8,0
"45 BARROW LOUGH, LEIGHLINBRIDGE, CARLOW",Carlow,0,0,49360,250.0,2024,3,8,0
"5 NUNCIO RD, KILKENNY, KILKENNY",Kilkenny,0,0,49361,475.0,2024,1,8,0
"1 ST PATRICK AVE, FERMOY, CORK",Cork,0,0,49362,280.0,2024,1,8,0
"86 SPINDLEWOOD, GRAIGCULLEN, CARLOW",Laois,0,0,49363,245.0,2024,1,8,0
"Apartment 38 Danehill, Phoenix Park Avenue, Phoenix Park Racecourse",Dublin,0,1,49364,440.53,2024,4,8,1
"23 MARLMOUNT CLOSE, DUBLIN ROAD",Louth,0,1,49365,374.45,2024,4,8,1
"16 FORGEHILL CRESCENT, STAMULLEN, MEATH",Meath,0,0,49366,390.0,2024,4,8,0
"49 ballymakenny avenue, ballymakenny park, drogheda",Louth,0,1,49367,361.23,2024,3,8,1
"23 The Close, Ballycullen Gate, Ballycullen",Dublin,0,1,49368,414.1,2024,1,8,1
"3 WELLINGTON HOUSE, FRENCH CHURCH ST, PORTARLINGTON",Laois,0,0,49369,84.69,2024,4,8,0
"DUN SIBH, BALLINAMONA AHASCRAGH, BALLINASLOE",Galway,0,0,49370,190.0,2024,2,8,0
"23 Rockview Avenue, Rockview, Mountrath Road",Laois,0,1,49372,267.81,2024,2,8,1
"6 LISROYNE ELMS, STROKESTOWN, ROSCOMMON",Roscommon,0,0,49373,180.0,2024,4,8,0
"36 THE STRAND, SOMERVILLE, TRAMORE",Waterford,0,0,49374,450.0,2024,2,8,0
"41 Arderrow, Ballyhooley Road, Ballyvolane",Cork,0,1,49375,348.02,2024,4,8,1
"DERRYVAHAN, BALLYCONNELL, CAVAN",Cavan,0,0,49376,340.0,2024,4,8,0
"9 GRANARY WHARF, GLENBROOK, PASSAGE WEST",Cork,0,0,49377,330.0,2024,4,8,0
"40 MOOREHALL RISE, HALE ST, ARDEE",Louth,0,0,49378,237.0,2024,2,8,0
"25 STEPHENS ST, KILKENNY, KILKENNY",Kilkenny,0,0,49379,233.0,2024,4,8,0
"34 Bawnogue View, Boycetown, Kilcock",Kildare,0,1,49380,370.04,2024,4,8,1
"29 BALLEALLY RISE, LUSK, CO DUBLIN",Dublin,0,1,49381,348.02,2024,4,8,1
"5 KILMALUM GROVE, BLESSINGTON MANOR, BLESSINGTON",Kildare,0,0,49382,400.0,2024,3,8,0
"93 STONELEIGH, CRADDOCKSTOWN, NAAS",Kildare,0,0,49383,510.0,2024,3,8,0
"10 COBURG, BRAY, WICKLOW",Wicklow,0,0,49384,445.0,2024,3,8,0
"99 Cois Dara, Chapelstown, Tullow Road",Carlow,0,1,49385,264.32,2024,2,8,1
"35 ST GERARDS RD, GREENHILLS, WALKINSTOWN DUBLIN 12",Dublin,1,0,49386,250.0,2024,1,8,0
"Tawnies Upper, Clonakilty",Cork,0,1,49387,1000.0,2024,1,8,1
"35 MANOR MILL VIEW, CELBRIDGE, CO. KILDARE",Kildare,1,1,49388,535.0,2024,4,8,1
"10 KNOCKAVERRY HEIGHTS, YOUGHAL, CORK",Cork,0,0,49389,350.0,2024,1,8,0
"65 DANEHILL, PHOENIX PARK RACECOURSE, CASTLEKNOCK",Dublin,0,1,49390,432.66,2024,4,8,1
"44 Woodfield Manor, Newcastle West",Limerick,0,1,49391,268.72,2024,3,8,1
"7 GLENAMUCK COTTAGES, CARRICKMINES, DUBLIN 18",Dublin,0,0,49392,710.0,2024,2,8,0
"59 Baile Adam, Ballyadam, Carrigtwohill",Cork,1,1,49393,240.0,2024,3,8,1
"51 THE SPIRES, CHURCH RD, BALLINA",Mayo,0,0,49394,190.0,2024,1,8,0
"3 OAKBROOK, TANYARD WOOD, MILLSTREET",Cork,0,0,49395,225.0,2024,3,8,0
"21 The Gardens, Kilmartin Grove, Hollystown",Dublin,0,1,49396,414.1,2024,4,8,1
"47 ASHDOWN STUDENT VILLAGE, COURTBRACK AVE, LIMERICK",Limerick,0,0,49397,176.0,2024,1,8,0
"3 TALAVERA HOUSE, THE COAST, BALDOYLE DUBLIN 13",Dublin,0,0,49398,335.0,2024,3,8,0
"34 LOWER GRANGE, CITY WATERFORD, WATERFORD",Waterford,0,0,49399,153.0,2024,2,8,0
"6 Abbeyfields Way, Tullamore",Offaly,0,1,49400,325.9,2024,2,8,1
"Apartment 60  Hayfield Court, Churchview Road and Church Road, Killiney  DN15061 (part of)",Dublin,0,1,49401,430.92,2024,4,8,1
"11 OAKLEY COURT, RANELAGH, DUBLIN 6",Dublin,0,0,49402,425.5,2024,4,8,0
"EDEN LODGE, KILBRIDE, NEAR WICKLOW",Wicklow,0,0,49403,325.0,2024,1,8,0
"36 THE GALLOPS, KINNEGAD ROAD, TRIM",Meath,0,0,49404,360.0,2024,2,8,0
"52 SUNNYHILL, KENMARE, CO KERRY",Kerry,0,0,49405,220.0,2024,2,8,0
"PINE VISTA, AHAKISTA, DURRUS",Cork,0,0,49406,400.0,2024,2,8,0
"APT 2, PARKVIEW COURT, HAROLDS CROSS RD DUBLIN 6W",Dublin,0,0,49407,305.0,2024,1,8,0
"19 Hazel Hill, Hazel Brooke, Spa Glen",Cork,0,1,49408,317.18,2024,2,8,1
"67 RHEBAN MANOR, ATHY, KILDARE",Kildare,0,0,49409,310.0,2024,4,8,0
"6 RIVERCHAPEL LAWNS, RIVERCHAPEL, COURTOWN",Wexford,0,0,49410,260.0,2024,2,8,0
"BARRACK ST, ARDFINNAN, CO TIPPERARY",Tipperary,0,0,49412,80.0,2024,1,8,0
"35 GLEN DARA, KILTERAGH, DOORADOYLE",Limerick,0,0,49413,331.0,2024,2,8,0
"7 ROCHELLE COURT, OLD BLACKROCK RD, CORK",Cork,0,0,49414,310.0,2024,4,8,0
"17 MALTHOUSE GARDENS, MAIN ST, CASTLEBELLINGHAM",Louth,0,0,49415,215.0,2024,2,8,0
"UPPER KILREE, BAGENALSTOWN, KILREE",Carlow,0,0,49416,372.5,2024,1,8,0
"9 WOODLANDS AVE, ARKLOW, WICKLOW",Wicklow,0,0,49417,315.0,2024,3,8,0
"11 Cherry Mews, Abbeyfort, Kinsale",Cork,0,1,49418,348.0,2024,2,8,1
"92 KILLARNEY HEIGHTS, HERBERT RD, BRAY",Wicklow,0,0,49419,495.0,2024,4,8,0
"132 Bawnogue Park, Boycetown, Kilcock",Kildare,0,1,49420,405.29,2024,4,8,1
"11 CLUAIN AN OIR, GREENVILLE LANE, ENNISCORTHY",Wexford,0,0,49421,180.0,2024,4,8,0
"26 RED ARCHES PARK, THE COAST, DUBLIN 13",Dublin,0,0,49422,413.0,2024,1,8,0
"APT.6 - AMBERWOOD, MULHUDDART, DUBLIN 15",Dublin,1,0,49423,240.0,2024,3,8,0
"31 DE VESCI HILL, ABBEYELIX",Laois,0,1,49424,409.69,2024,2,8,1
"6 HARBOUR POINT, MARKET SQUARE, LONGFORD",Longford,0,0,49425,149.0,2024,4,8,0
"4 HOWTH TERRACE, HOWTH, DUBLIN 13",Dublin,0,0,49426,650.0,2024,2,8,0
"5 Ballymakenny Row, Ballymakenny Park, Drogheda",Louth,0,1,49427,321.59,2024,1,8,1
"2B COSTA NA MARA, ORANMORE, GALWAY",Galway,0,0,49428,322.0,2024,3,8,0
"4A BATH AVE GARDENS, SANDYMOUNT, DUBLIN 4",Dublin,0,0,49429,725.0,2024,1,8,0
"25A FITZHAVEN SQ, CIRCULAR RD SOUTH, LIMERICK",Limerick,0,0,49430,332.65,2024,3,8,0
"188 CHURCH HILL, TULLAMORE, OFFALY",Offaly,0,0,49431,176.0,2024,1,8,0
"37 CRONANS WELL AVENUE, RATHBEALE ROAD, MOORETOWN",Dublin,0,1,49432,400.88,2024,1,8,1
"2  Hampton Gardens Close, Balbriggan, County Dublin",Dublin,0,1,49433,273.13,2024,2,8,1
"16, BERESFORD DRIVE, DONABATE",Dublin,0,1,49434,484.58,2024,1,8,1
"55 Newtown Manor, Monaleen, Limerick",Limerick,0,1,49435,296.92,2024,4,8,1
"APARTMENT 2 MULLINS PHARMACY, MAIN STREET, CHARLEVILLE",Cork,0,0,49436,57.79,2024,1,8,0
"63 DANESFORT DRIVE, CAHERWALTER, LOUGHREA",Galway,0,0,49437,285.0,2024,1,8,0
"65 WINTERGARDEN, PEARSE ST, DUBLIN 2",Dublin,0,0,49438,325.0,2024,4,8,0
"5 ROSKEEN, SALEM COURT, MAXWELL RD DUBLIN 6",Dublin,0,0,49439,275.0,2024,1,8,0
"14 ALEXANDRA TERRACE, DUNDRUM, DUBLIN 14",Dublin,0,0,49440,205.0,2024,4,8,0
"18 medebawn court, avenue road, Dundalk",Louth,0,1,49441,290.75,2024,2,8,1
"GORTNAGREE, KELLS, CAHERCIVEEN",Kerry,0,0,49442,127.0,2024,1,8,0
"10 THE DRIVE, MOYGLARE HALL, MOYGLARE ROAD",Kildare,0,0,49443,790.0,2024,3,8,0
"17 Laurel Manor, Stocking Lane, Dublin 18",Dublin,0,1,49444,518.94,2024,4,8,1
"6 THE STEEPLES, DUBLIN RD, NAVAN",Meath,0,0,49445,136.0,2024,2,8,0
"SLADE 2, TASSAGGARD GREENS, SAGGART",Dublin,0,0,49446,335.0,2024,4,8,0
"44 SIMMONSCOURT CASTLE, BALLSBRIDGE, DUBLIN 4",Dublin,0,0,49447,695.0,2024,3,8,0
"65 SPRINGFIELD CRESCENT, ROSSMORE VILLAGE, DUNDRUM RD",Tipperary,0,0,49448,222.5,2024,1,8,0
"603 CATHEDRAL COURT NEW ST, DUBLIN 8, DUBLIN",Dublin,0,0,49449,287.5,2024,2,8,0
"18 DALEWOOD, GLENGARRIFF, CORK",Cork,0,0,49450,210.0,2024,4,8,0
"FLAT 1, 11 ADDISON RD, FAIRVIEW",Dublin,0,0,49451,400.0,2024,3,8,0
"5 TULLAN STRAND RD, BUNDORAN, STRAND RD",Donegal,0,0,49452,297.0,2024,4,8,0
"ST MARTINS, NEW LINE RD, WEXFORD",Wexford,0,0,49453,330.0,2024,4,8,0
"11 CASTLE VILLAS, KILLINCARRIG, GREYSTONES",Wicklow,0,0,49454,460.0,2024,3,8,0
"21 Hawthorn Way, Janeville, Cork Road",Cork,0,1,49455,281.94,2024,4,8,1
"CROUGHEVOE, MITCHELSTOWN, CORK",Cork,0,0,49456,340.0,2024,1,8,0
"24 BALLYMACE GREEN, RATHFARNHAM, DUBLIN 14",Dublin,0,0,49457,825.0,2024,4,8,0
"11 GREENANE TERRACE, KANTURK, CO CORK",Cork,0,0,49458,75.0,2024,1,8,0
"760 RYDER CUP VILLAGE, K CLUB, STRAFFAN",Kildare,0,0,49459,445.0,2024,4,8,0
"5 EFFERNOCK MEWS, TRIM, MEATH",Meath,0,0,49460,255.0,2024,4,8,0
"9 Ormond Court, Palmer Avenue, Rush",Dublin,0,1,49461,436.12,2024,4,8,1
"3 The Boulevard, Carberry Meadows, Balmoston",Dublin,0,1,49462,405.29,2024,4,8,1
"17 LAKESHORE DR, RENMORE, GALWAY",Galway,0,0,49463,470.0,2024,4,8,0
"5 SUNDALE MEADOW, TALLAGHT, DUBLIN 24",Dublin,0,0,49464,286.0,2024,3,8,0
"10 HAGGARD STREET, TRIM, CO MEATH",Meath,0,0,49465,170.0,2024,2,8,0
"18 LUTTRELLSTOWN WAY, CASTLEKNOCK, DUBLIN 15",Dublin,0,0,49466,595.0,2024,3,8,0
"21 Bailey Hill, Navan",Meath,0,1,49467,330.4,2024,4,8,1
"SKEHEENARINKY, BURNCOURT, COUNTY TIPPERARY",Tipperary,0,0,49468,80.0,2024,4,8,0
"1 Orchard Crescent, Green Hill, Clonhasten",Wexford,0,1,49469,334.8,2024,4,8,1
"35 OFFINGTON PARK, SUTTON, DUBLIN 13",Dublin,0,0,49470,1148.0,2024,3,8,0
"36 COILL TIRE, DOUGHISKA, GALWAY",Galway,0,0,49471,406.0,2024,3,8,0
"BALLYDAW, MARSHALSTOWN, ENNISCORTHY",Wexford,0,0,49472,250.0,2024,1,8,0
"14 OCEAN DR, COAST RD, ORANMORE",Galway,1,0,49473,150.0,2024,4,8,0
"36 PEARSE PARK, DROGHEDA, LOUTH",Louth,0,0,49474,247.5,2024,1,8,0
"7 Helms Point, Church Bay Road, Crosshaven",Cork,0,1,49475,348.02,2024,1,8,1
"43 Mariners Avenue, Rush, County Dublin",Dublin,0,1,49476,458.15,2024,3,8,1
"113 RICHMOND RD, DRUMCONDRA, DUBLIN 3",Dublin,0,0,49477,660.0,2024,1,8,0
"28 WATERVILLE HALL, WATERVILLE TERRACE, WATERVILLE DUBLIN 15",Dublin,0,0,49478,295.0,2024,1,8,0
"ST PATRICKS MISSIONARY SOCIETY, 11 DOUGLAS ROAD, CORK",Cork,0,0,49479,1072.5,2024,3,8,0
"ARDOUGHTER, BALLYDUFF, TRALEE",Kerry,1,0,49480,63.0,2024,4,8,0
"8 OAKWOOD RETIREMENT VILLAGE, ARDSALLAGH MORE, ATHLONE RD",Roscommon,0,0,49481,160.0,2024,2,8,0
"56 CASTLE MEADOWS, SKEHARD RD, BLACKROCK",Cork,1,0,49482,225.0,2024,4,8,0
"RATHFEIGH, TARA, MEATH",Meath,0,0,49483,650.0,2024,3,8,0
"39 BELFIELD DOWNS, BELFIELD, GOATSTOWN",Dublin,0,0,49484,757.0,2024,2,8,0
"57 Castletown Manor, Athboy",Meath,0,1,49485,314.32,2024,2,8,1
"152 ROSEMOUNT, THURLES, TIPPERARY",Tipperary,0,0,49486,328.0,2024,3,8,0
"175 ROCHFORT MANOR, LEIGHLIN RD, GRAIGUECULLEN",Carlow,0,0,49487,288.0,2024,2,8,0
"CORNAHAW, BLACKLION, COUNTY CAVAN",Cavan,0,0,49488,80.0,2024,4,8,0
"MOORETOWN, OLDTOWN, DUBLIN",Dublin,0,0,49489,452.0,2024,3,8,0
"15 BELGRAVE VIEW, RATHMINES, DUBLIN 6",Dublin,0,0,49490,720.0,2024,3,8,0
"9 The Park, Carberry Meadows, Balmoston",Dublin,0,1,49491,471.37,2024,4,8,1
"35 Avonvale manor, Ballynerrin Upper, Wicklow Town",Wicklow,0,1,49492,515.42,2024,3,8,1
"29 ASHGROVE PARK, NAAS, CO KILDARE",Kildare,0,0,49493,430.0,2024,3,8,0
"2 WOODBROOK VALE, WOODBROOK, SHANKILL",Dublin,0,0,49494,650.0,2024,2,8,0
"68 RIVERSDALE, UPPER DARGLE RD, BRAY",Wicklow,0,0,49495,324.0,2024,1,8,0
"24 STEPHENS COURT, NEW ROSS, WEXFORD",Wexford,0,0,49496,230.0,2024,2,8,0
"17 CREMORE CRESCENT, DUBLIN 11, DUBLIN",Dublin,0,0,49497,650.0,2024,4,8,0
"AYLESFORD, 210 ROCHESTOWN AVENUE, DUN LAOGHAIRE",Dublin,0,0,49498,930.0,2024,3,8,0
"13 The Glen, Kilmartin Grove, Hollystown",Dublin,0,1,49499,414.1,2024,4,8,1
"44 CARRICKHILL RISE, PORTMARNOCK, DUBLIN",Dublin,0,0,49501,800.0,2024,3,8,0
"43 CULRUA BROWN ST, PORTLAW, WATERFORD",Waterford,0,0,49502,230.0,2024,4,8,0
"2 DARLEY LANE, BELMONT, AIKEN'S VILLAGE",Dublin,0,0,49503,645.0,2024,3,8,0
"58 ST HELENS VILLAGE, KILRANE, ROSSLARE HARBOUR",Wexford,0,0,49504,265.0,2024,3,8,0
"173 Millquarter, Gorey, Co. Wexford",Wexford,0,1,49505,259.91,2024,3,8,1
"63 RUSHEEN ARD, SLIGO, SLIGO",Sligo,0,0,49506,322.0,2024,4,8,0
"6 SHELBOURNE PARK MEWS, RINGSEND RD, DUBLIN 4",Dublin,0,0,49508,380.0,2024,4,8,0
"87 CRUACHAN, KNOCKATEEMORE, DUNGARVAN",Waterford,0,0,49509,310.0,2024,2,8,0
"115 RATHEDMOND EST, SLIGO",Sligo,0,0,49510,322.0,2024,1,8,0
"37 CHURCH ST, ATHLONE, CO WESTMEATH",Westmeath,0,0,49511,200.0,2024,2,8,0
"APT 1, MCNEILL HALL, GEORGES HILL",Dublin,0,0,49512,231.0,2024,4,8,0
"3 Bracken Demesne, Roundwood",Wicklow,0,1,49513,440.53,2024,4,8,1
"4 Tonaphubble Woods, Sligo",Sligo,0,1,49514,312.78,2024,4,8,1
"Number 1 Claren Court, Killarney Road, Bray",Wicklow,0,1,49515,744.22,2024,3,8,1
"7 HILLCREST MANOR, TEMPLEOGUE RD, TEMPLEOGUE DUBLIN 6W",Dublin,0,0,49516,337.5,2024,2,8,0
"25 MILLBROOK MANOR CANAL RD, PORTARLINGTON, LAOIS",Laois,0,0,49517,300.0,2024,4,8,0
"60 REILEAN, ROSCAM, GALWAY",Galway,0,0,49518,510.0,2024,3,8,0
"72 ACHA BHILE, LAHINCH ROAD, ENNIS",Clare,0,0,49519,310.0,2024,4,8,0
"30 ORCHARD RISE, CARRIGALINE, CO CORK",Cork,0,0,49520,365.0,2024,3,8,0
"9B THE MOORINGS, ROSSBERCON, NEW ROSS",Wexford,0,0,49521,120.0,2024,2,8,0
"55 Barleyfields, Whitechurch, Cork",Cork,0,1,49523,387.66,2024,1,8,1
"APT 22, CLUAIN AOIBHINN COURT, SWELLAN",Cavan,0,0,49524,169.0,2024,2,8,0
"259 Station Walk, Rickardstown, Newbridge",Kildare,0,1,49525,374.45,2024,1,8,1
"97 FOXLODGE MANOR, RATOATH, MEATH",Meath,0,0,49526,612.5,2024,3,8,0
"CARRENROD, TASKEY, SLIGO",Sligo,0,0,49527,106.0,2024,4,8,0
"MAGHERACAR, WEST END, BUNDORAN",Donegal,0,0,49528,112.5,2024,1,8,0
"RIVENDELL, BALLYMANUS LOWER, GLENEALY",Wicklow,0,0,49529,750.0,2024,3,8,0
"10 THE MEADOWS, OAKVIEW VILLAGE, OAKPARK",Kerry,0,0,49530,272.0,2024,3,8,0
"28 DUN OIR AVENUE, GLENAMUCK ROAD, KILTERNAN",Dublin,0,1,49531,638.7,2024,4,8,1
"30 BROOKFORD, RUSH, DUBLIN",Dublin,0,0,49532,400.0,2024,2,8,0
"19 Haven Way, Harbour Heights, Rochestown Road",Cork,0,1,49533,427.31,2024,4,8,1
"APT 20, STERLING SQUARE, CLONEE",Meath,0,0,49534,320.0,2024,3,8,0
"2B SILVER ST, NENAGH, TIPPERARY",Tipperary,0,0,49535,125.0,2024,2,8,0
"DOCTORS RD, BALLYHAUNIS, MAYO",Mayo,0,0,49536,195.0,2024,4,8,0
"73 ASHINGTON AVE, NAVAN RD, DUBLIN 7",Dublin,0,0,49537,540.0,2024,3,8,0
"RAHEENAGH, BALLAGH, CO. LIMERICK",Limerick,0,0,49539,83.0,2024,1,8,0
"54 DROMARD RD, DRIMNAGH, DUBLIN 12",Dublin,0,0,49540,360.0,2024,1,8,0
"DRUMNACOOHA, BALLINALEE, LONGFORD",Longford,0,0,49541,85.0,2024,1,8,0
"41 Elder Walk, Summerfields, Kilbarry",Waterford,0,1,49542,291.82,2024,1,8,1
"UNIT 9 THE LAKES, RETIREMENT VILLAGE, KILLALOE",Clare,0,0,49543,180.0,2024,4,8,0
"SHEEGOREY, BOYLE, CO ROSCOMMON",Roscommon,0,0,49544,240.0,2024,4,8,0
"13 THE RAILWALK, WESTPORT, CO MAYO",Mayo,0,0,49545,315.0,2024,2,8,0
"21 KNOCKAGOW, THE QUAY, CARRICK ON SUIR",Tipperary,0,0,49546,125.0,2024,2,8,0
"5E SILVER STREET, NENAGH, CO TIPPERARY",Tipperary,0,0,49547,125.0,2024,2,8,0
"19 MULGRAVE ST, DUN LOAGHAIRE, DUBLIN",Dublin,0,0,49548,930.0,2024,2,8,0
"9 INCHICRONAN, CRUSHEEN, ENNIS",Clare,0,0,49549,258.95,2024,1,8,0
"13 Park Lane Maryborough Village, Mountrath Road, Portlaoise",Laois,0,1,49550,352.42,2024,4,8,1
"54 ORCHARDSTOWN AVE, RATHFARNHAM, DUBLIN 14",Dublin,0,0,49551,822.0,2024,4,8,0
"33 VILLAGE GREEN, CARLANSTOWN, KELLS",Meath,0,0,49553,240.0,2024,4,8,0
"54 LIOS AN RI, RATHCORMAC",Cork,0,1,49554,311.4,2024,4,8,1
"26 KILMONEY WOODS, CARRIGALINE, CORK",Cork,0,0,49555,750.0,2024,3,8,0
"CLOUGHREADY, EMLY, TIPPERARY",Tipperary,0,0,49556,125.0,2024,1,8,0
"KELLYS OF FANTANE, LATTERAGH QUARRY, LACKENAVORNA LATTERAGH",Tipperary,0,0,49557,70.0,2024,4,8,0
"10 CLANMAHON RD, DONNYCARNEY, DUBLIN 5",Dublin,0,0,49558,414.0,2024,2,8,0
"FORESTERS COTTAGE, DAVIDSTOWN, ENNISCORTHY",Wexford,0,0,49559,295.0,2024,1,8,0
"Unit 60 The Hill, Bru Na Gruadan, Castletroy",Limerick,0,1,49560,247.19,2024,4,8,1
"OCONNELL SQ, MOUNTMELLICK, LAOIS",Laois,0,0,49561,330.0,2024,3,8,0
"20 ST MANTANS PARK, WICKLOW, WICKLOW",Wicklow,0,0,49562,325.0,2024,3,8,0
"BRIAR COTTAGE, BALLYDOUHIG, LISTOWEL",Kerry,0,0,49563,159.0,2024,1,8,0
"17 SPRINGFIELD COURT, SPRINGFIELD, CASTLEBAR",Mayo,0,0,49564,130.0,2024,3,8,0
"3 CLOS AN BLINN, MAIN ST, KINNEGAD",Westmeath,0,0,49565,167.0,2024,1,8,0
"9 LAKE VIEW HEIGHTS, BOYLE, ROSCOMMON",Roscommon,0,0,49566,148.5,2024,4,8,0
"16 SYLVAN CLOSE, KINGSWOOD HEIGHTS, DUBLIN 24",Dublin,0,0,49567,192.5,2024,1,8,0
"19 WILLOW PARK, DERRYMULLAN, BALLINASLOE",Galway,0,0,49568,250.0,2024,2,8,0
"103 COUNTY MEADOWS, TUAM, CO GALWAY",Galway,0,0,49569,205.0,2024,4,8,0
"7 ST ALPHONSUS RD, DUNDALK, LOUTH",Louth,0,0,49570,213.0,2024,1,8,0
"20 EMMET ST, MALLOW, CORK",Cork,0,0,49571,220.0,2024,2,8,0
"4 RIVERSIDE, KINNEGAD, WESTMEATH",Westmeath,0,0,49572,290.0,2024,1,8,0
"3 BREEZY POINT, ROSSNOWLAGH LOWER, CO DONEGAL",Donegal,0,0,49573,595.0,2024,4,8,0
"5 RIVER WALK, BALLYMORE EUSTACE",Kildare,1,1,49574,75.0,2024,1,8,1
"47 BRAMBLE RISE, KILLYNEBBER, CAVAN",Cavan,0,0,49575,225.0,2024,3,8,0
"8 MELEDON GREEN, FARMLEIGH, DUNMORE RD",Waterford,0,0,49576,163.92,2024,1,8,0
"KYLEBALLYHUE, CARLOW, CO CARLOW",Carlow,0,0,49577,580.0,2024,4,8,0
"57 KIRKPATRICK, SPENCER DOCK, DUBLIN 1",Dublin,0,0,49578,335.0,2024,2,8,0
"BALLYMORRIS ROAD, PORTARLINGTON, CO LAOIS",Laois,0,0,49579,375.0,2024,4,8,0
"43 SLIEVENAMON RD, DRIMNAGH, DUBLIN 12",Dublin,0,0,49580,405.0,2024,4,8,0
"13 THE ELMS, LETTERKENNY, DONEGAL",Donegal,0,0,49581,236.0,2024,2,8,0
"42 WHITEBEAM RD, CLONSKEAGH, DUBLIN 14",Dublin,0,0,49582,750.0,2024,4,8,0
"1 Gappagh Woods, Clane",Kildare,0,1,49583,731.28,2024,1,8,1
"13  The Court, Carberry Meadows, Balmoston",Dublin,0,1,49584,462.56,2024,4,8,1
"43 HALPIN PARK, TINAKILLY PARK, RATHNEW",Wicklow,0,1,49585,334.8,2024,3,8,1
"3 AIRLIE PARK ROAD WEST, ADAMSTOWN, LUCAN",Dublin,0,1,49586,387.67,2024,1,8,1
"29 LE VALLEE, DARGLE RD, BRAY",Wicklow,0,0,49587,330.0,2024,2,8,0
"LARRIX ST, DULEEK, MEATH",Meath,0,0,49588,300.0,2024,4,8,0
"RANAFAST, ANNAGRY, COUNTY DONEGAL",Donegal,0,0,49589,240.0,2024,4,8,0
"16 ROCHFORD PLACE, KILCOCK, KILDARE",Kildare,0,0,49590,367.0,2024,1,8,0
"BALLYBOY, UPPERCHURCH, THURLES",Tipperary,0,0,49591,315.0,2024,3,8,0
"23 THE PRIORY, RATHFARNHAM, DUBLIN 16",Dublin,0,0,49593,925.0,2024,1,8,0
"7 THE COURT, ROBSWALL, MALAHIDE",Dublin,0,0,49594,460.0,2024,1,8,0
"6 Haven Green, Mere Park, Newtownmountkennedy",Wicklow,0,1,49595,422.91,2024,3,8,1
"81 HAWTHORN VILLAGE, MILEBUSH ROAD, CASTLEBAR",Mayo,0,0,49596,118.5,2024,2,8,0
"36 THE GRANGE, RAHEEN, LIMERICK",Limerick,0,0,49597,360.0,2024,1,8,0
"79 CHERRYWOOD DR, DROGHEDA, LOUTH",Louth,0,0,49598,295.0,2024,4,8,0
"11 COURTYARD, MARSH RD, DROGHEDA",Louth,0,0,49599,200.0,2024,1,8,0
"6 THREE ROCK GROVE, HAROLDS GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin,0,0,49600,470.0,2024,4,8,0
"5 The Rise, Green Hill, Clonhasten",Wexford,0,1,49601,273.13,2024,1,8,1
"93 FITZROY AVE, DRUMCONDRA, DUBLIN 3",Dublin,0,0,49602,432.5,2024,3,8,0
"OILEAN RUA BALLYVOIHEEN, BALLYFERRITER TRALEE CO KERRY",Kerry,0,0,49603,465.0,2024,2,8,0
"NORTH ROAD, DROMCOLLIHER, COUNTY LIMERICK",Limerick,0,0,49604,60.0,2024,2,8,0
"30 WHITE ASH PARK, MILLTOWN RD, ASHBOURNE",Meath,0,0,49605,733.65,2024,1,8,0
"151 GREENHILLS ESTATE, BALLINA, COUNTY MAYO",Mayo,0,0,49606,95.0,2024,1,8,0
"67 ELDER WALK, SUMMERFIELDS, KILBARRY",Waterford,0,1,49607,265.7,2024,1,8,1
"12 LAMBS BROOK ENNISKERRY RD, SANDYFORD DUBLIN 18, DUBLIN",Dublin,0,0,49608,1025.0,2024,3,8,0
