Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,VAT Exclusive,Description of Property,Property Size Description,lat,lng
29/10/2024,"27 Oldtown Manor, Oldtown",Cavan,,273130,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.971476,-7.3493059
16/08/2024,"18 BLACKTHORN PARK, LISBEG LAWN, RENMORE",Galway,H91XP9X,502000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
4/7/2024,"NO 21 THE PRINTWORKS, LOWER DARGLE ROAD, BRAY",Wicklow,A98P887,310000,No,No,0,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
9/10/2024,"55 SMITHFIELD VILLAGE, SMITHFIELD, DUBLIN",Dublin,D07CX53,363000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
27/02/2024,"13 ASHWOODS, GEEVAGH, SLIGO",Sligo,F52RK30,168000,No,No,0,Second-Hand Dwelling house /Apartment,,54.1,-8.25
24/07/2024,"18 Ballymakenny Avenue, Drogheda",Louth,,330300,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.7373909,-6.3513794
4/6/2024,"25 Radharc an Dun, Crusheen",Clare,,259910,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.93944,-8.89333
17/09/2024,"80 GLEANN RUA, LURGAN PARK, GALWAY",Galway,H91CPF8,356000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2725373,-9.0095208
10/10/2024,"15 HENRY STREET, O'CONNELL STREET, TULLAMORE",Offaly,R35X789,160000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
27/08/2024,"91 BURNELL PARK LAWN, CASTLEKNOCK, DUBLIN 15",Dublin,D15P68N,621500,No,No,0,Second-Hand Dwelling house /Apartment,,53.3712326,-6.3870727
25/06/2024,"NEW HOUSE BESIDE FATIMA STORES, FATIMA COURT, DUNDALK",Louth,A91VY2N,295000,Yes,No,0,Second-Hand Dwelling house /Apartment,,54,-6.41667
29/05/2024,"65 WELWYN ROAD, MARYBOROUGH WOODS, DOUGLAS",Cork,T12CD1F,370000,No,No,0,Second-Hand Dwelling house /Apartment,,,
25/10/2024,"APT 39 MANOR HALL, MOUNT BROWN, KILMANHAM DUBLIN 8",Dublin,D08X299,405000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/8/2024,"22 LARKSPUR HALL, LEVMOSS PARK, LEOPARDSTOWN",Dublin,D18VW44,510000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/12/2024,"177 Newtown Meadows, Castletroy",Limerick,,348000,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
1/2/2024,"CLOONACAUNEEN, CLAREGALWAY, GALWAY",Galway,H91H9TV,595000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33861,-8.945
15/07/2024,"12 THE ORCHARD, MONKSTOWN, CORK",Cork,T12C5KN,355000,No,No,0,Second-Hand Dwelling house /Apartment,,51.8507464,-8.3324356
18/12/2024,"40 SUMMERHILL, CARRICK ON SHANNON, LEITRIM",Leitrim,N41R2F1,300000,No,No,0,Second-Hand Dwelling house /Apartment,,53.9477697,-8.0892259
16/12/2024,"10 BEAVER ST, OFF RAILWAY ST, DUBLIN 1",Dublin,D01E8F2,450000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
2/8/2024,"8 Kilheale Heights, Kilheale Manor, Kill",Kildare,W91RX9C,484580,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.25139,-6.59167
22/02/2024,"22 THE SHOWGROUNDS, RATHDOWNEY, LAOIS",Laois,R32WY81,208000,No,No,0,Second-Hand Dwelling house /Apartment,,52.8549519,-7.5899821
21/11/2024,"OWENTESKNA, GLENCOLMCILLE, DONEGAL",Donegal,F94RP82,180000,No,No,0,Second-Hand Dwelling house /Apartment,,54.65,-8.11667
3/10/2024,"5 NORTHCOTE AVE, DUN LAOGHAIRE, DUBLIN",Dublin,A96NX89,640000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2916032,-6.1411041
24/09/2024,"67 CHARLESLAND COURT, GREYSTONES, WICKLOW",Wicklow,A63X938,382000,No,No,0,Second-Hand Dwelling house /Apartment,,53.1281603,-6.0687948
16/12/2024,"THE MEWS, 188 RATHGAR RD, RATHGAR DUBLIN 6",Dublin,,750000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3136404,-6.2648318
29/02/2024,"14 SUMMERSTOWN GR, GLASHEEN, CORK",Cork,T12E8YD,368000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
16/12/2024,"CRUICETOWN, CLOGHERHEAD, CO LOUTH",Louth,A92RX09,200000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.79361,-6.2375
22/08/2024,"3 THE CRESENT MILLTREE PARK, RATOATH, MEATH",Meath,A85NP28,236000,No,No,0,Second-Hand Dwelling house /Apartment,,53.50806,-6.4625
31/05/2024,"Apartment 152, De Verdon Place, Malahide Road",Dublin,,481970,Yes,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
11/9/2024,"13 HOLLY LANE, GREENHILL, CLONHASTON",Wexford,,274000,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.5,-6.66667
14/03/2024,"22 PREMIER SQ, FINGLAS, DUBLIN 11",Dublin,D11W8N9,292500,No,No,0,Second-Hand Dwelling house /Apartment,,53.3819046,-6.2896883
28/08/2024,"147 LOUISA PARK, STATION RD, LEIXLIP",Kildare,W23W8R9,325000,No,No,0,Second-Hand Dwelling house /Apartment,,53.36583,-6.49556
6/9/2024,"Apartment 1 Block D, The Avenue, Hamilton Park",Kildare,,317180,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.15611,-6.91444
16/12/2024,"205 BEAULIEU VILLAGE, Drogheda, Louth",Louth,,316260,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.7276134,-6.3272468
9/2/2024,"20 PARKVALE, SANDYFORD ROAD, DUBLIN 16",Dublin,D16Y292,1045000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/10/2024,"SUNSET VIEW, CORBO, KILROOSKEY",Roscommon,,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
28/02/2024,"156 GLANTAN, CASTLETROY, LIMERICK",Limerick,V94P6WY,250000,Yes,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
1/2/2024,"55 ANNAGH COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin,D15W7V7,340000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3944978,-6.3734824
7/3/2024,"14 PLUNKETT AVENUE, BOYLE, CO ROSCOMMON",Roscommon,F52XE08,127500,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.9688169,-8.3069324
12/1/2024,"31 SANDERLING, THORN WOOD, BOOTERSTOWN AVE",Dublin,A94TF62,380000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/06/2024,"132 VERNON AVE, CLONTARF, DUBLIN 3",Dublin,D03F968,770000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3649781,-6.1952336
24/01/2024,"55 THE FAIRWAYS, BALLYROAN RD, ABBEYLEIX",Laois,R32P977,255000,No,No,0,Second-Hand Dwelling house /Apartment,,52.89917,-7.3575
17/12/2024,"131 DROIM LIATH, COLLINS LANE, TULLAMORE",Offaly,R35F9X5,305000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27389,-7.48889
9/4/2024,"19 BARRACK ST, DUNDALK, LOUTH",Louth,A91C2D6,193000,Yes,No,0,Second-Hand Dwelling house /Apartment,,54.0059214,-6.3846495
12/12/2024,"20 WILLIAMSTOWN GLEN, WATERFORD, WATERFORD",Waterford,X91XCD7,267000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2398189,-7.0891392
21/08/2024,"34 HILLVIEW, CLANE, KILDARE",Kildare,W91FEF9,382000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2941396,-6.6895563
12/4/2024,"BANAGHER, CARROWMORE LACKEN, BALLINA",Mayo,F26R3NN,190000,No,No,0,Second-Hand Dwelling house /Apartment,,54.11667,-9.16667
23/04/2024,"42 CITY VIEW MEWS, BANDUFF, CORK",Cork,T23P8Y8,200000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
12/4/2024,"90 SHANLISS WAY, SANTRY, DUBLIN 9",Dublin,D09N8E8,800000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3976682,-6.2523369
22/07/2024,"8 SEAVIEW COURT, COLLEGE ROAD, CO. GALWAY",Galway,H91A2P7,350000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
18/10/2024,"28 ABBEY WAY, MUNGRET GATE, LIMERICK",Limerick,V9482P1,385000,No,No,0,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
6/6/2024,"16 The Heights, Cluain Glasan, Ayrfield",Kilkenny,,320000,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
19/09/2024,"5 NEWENHAM MEWS, BAKER STREET, BALLINGCOLLIG",Cork,,375000,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
30/10/2024,"22 COLLEGE SQ, COLLEGE RD, KILKENNY",Kilkenny,R95H5P2,910000,No,No,0,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
22/11/2024,"2 ABBOT'S GROVE PARK, KNOCKLYON, DUBLIN 16",Dublin,D16WA46,620000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/04/2024,"COOLNAGOWER, CLOUGHJORDAN, TIPPERARY",Tipperary,E53WD86,360000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
27/09/2024,"8 ELM PARK, BLACKROCK, DUNDALK",Louth,A91WK46,600000,No,No,0,Second-Hand Dwelling house /Apartment,,53.9669496,-6.3674009
15/11/2024,"15 MALIN HALL, WATERVILLE TERRACE, WATERVILLE DUBLIN 15",Dublin,D15RY27,260000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
29/11/2024,"56 ST AGNES RD, CRUMLIN CROSS ROADS, CRUMLIN DUBLIN 12",Dublin,D12Y1K6,620000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/02/2024,"80 PLUNKETT AVE, FINGLAS, DUBLIN 11",Dublin,D11W3K8,315000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.398156,-6.3086902
26/06/2024,"75 AVONDALE PARK, AVENUE ROAD, DUNDALK",Louth,A91P6F3,240000,Yes,No,0,Second-Hand Dwelling house /Apartment,,54,-6.41667
9/4/2024,"APT 11, MARKET SQUARE, 10-15 GREEN ST",Dublin,D07CF82,335000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
19/11/2024,"4 MILLBROOK, PORTLAOISE, LAOIS",Laois,R32E20F,130000,No,No,0,Second-Hand Dwelling house /Apartment,,53.0362273,-7.2975953
17/06/2024,"5 TULLY ESTATE, DRUMBEAR, MONAGHAN TOWN",Monaghan,H18P863,130000,No,No,0,Second-Hand Dwelling house /Apartment,,54.25,-6.96667
22/11/2024,"6 THE WILLOWS, MONKSTOWN VALLEY, MONKSTOWN",Dublin,A94D377,375000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2946066,-6.1612035
31/05/2024,"6 HAZLEWOOD GROVE, GLEANN NA RIOGH, NAAS",Kildare,,405000,No,No,0,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
27/11/2024,"50 HIGHTHORN PARK, DUN LAOGHAIRE, DUBLIN",Dublin,A96V3Y0,775000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2846542,-6.1438347
28/03/2024,"54 BELMONT, DUBLIN RD, GALWAY",Galway,H91F40V,400000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
24/10/2024,"CORBALLY NORTH, GLANMIRE, CORK",Cork,T45HR63,480000,No,No,0,Second-Hand Dwelling house /Apartment,,51.91583,-8.39972
16/08/2024,"17 CAISLEAN OIR, ATHENRY, COUNTY GALWAY",Galway,H65W938,360000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3050894,-8.7458235
26/04/2024,"33 Derrymore Gardens, Mountrath",Laois,,268340,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.99889,-7.47278
15/02/2024,"MOLAISE HOUSE, OLD LEIGHLIN, CARLOW",Carlow,R93XC98,240000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84083,-6.92611
17/07/2024,"11 CAIRNWOOD COURT, TALLAGHT, DUBLIN 24",Dublin,D24W1X2,340000,No,No,0,Second-Hand Dwelling house /Apartment,,53.2939006,-6.3870811
21/08/2024,"22 TOLKA VALE, FINGLAS RD, DUBLIN 11",Dublin,D11DY71,269000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/11/2024,"17 THE OLD RECTORY, CHAPEL HILL, LUCAN",Dublin,K78Y183,515000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/01/2024,"10 ST JOHNS AVE, PIMLICO, DUBLIN 8",Dublin,D08N6R2,360000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/09/2024,"27 MALIN HALL, WATERVILLE TERRACE, DUBLIN 15",Dublin,D15TY29,305000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/10/2024,"GLENDUFF, ASHFORD, BALLAGH",Limerick,V42F585,130000,No,No,0,Second-Hand Dwelling house /Apartment,,52.37389,-9.07806
30/01/2024,"7 BELLGREE GREEN, TYRRELSTOWN, DUBLIN 15",Dublin,D15H9A0,381000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4216988,-6.3873316
17/09/2024,"5 AILESBURY PARK, NEWBRIDGE, CO KILDARE",Kildare,W12W329,395000,No,No,0,Second-Hand Dwelling house /Apartment,,53.1914665,-6.7975945
23/07/2024,"25 Hawthorn Walk, Kilcarbery Grange",Dublin,,310080,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.3142875,-6.4235265
28/08/2024,"2 PATRICKSWELL COURT, FINGLAS, DUBLIN 11",Dublin,D11H923,395000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
2/8/2024,"50 MERCHAMP, SEAFIELD RD EAST, CLONTARF DUBLIN 3",Dublin,D03AP03,500000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
17/06/2024,"15 NORTHBROOK TERRACE, DUBLIN 3, DUBLIN",Dublin,D03NY72,560000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3570857,-6.2396369
2/12/2024,"RATH ROAD, FREAGH, KILCORMAC",Offaly,,353500,No,No,0,Second-Hand Dwelling house /Apartment,,53.17417,-7.72556
19/12/2024,"THE OLD SCHOOL HOUSE, CROSS, BALLACOLLA",Laois,R32D2V1,470000,No,No,0,Second-Hand Dwelling house /Apartment,,53,-7.4
1/3/2024,"APPLETREE COTTAGE, RATHMORE, NAAS",Kildare,W91TY3C,840000,No,No,0,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
11/10/2024,"CULLENAGH COTTAGE, CULLENAGH, KYLEBRACK",Galway,H62W868,251000,No,No,0,Second-Hand Dwelling house /Apartment,,53.13944,-8.46639
25/04/2024,"668 HOWTH RD, RAHENY, DUBLIN 5",Dublin,D05EH61,810000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3771578,-6.1877192
20/02/2024,"47 HAWTHORN DRIVE, CABRA ROAD, THURLES",Tipperary,E41Y291,130000,No,No,0,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
19/07/2024,"7 The Boulevard, Raynoldstown Village, Dundalk",Louth,,330400,No,Yes,1,Second-Hand Dwelling house /Apartment,,54,-6.41667
26/06/2024,"45 BLYTHE AVENUE, EAST WALL, DUBLIN 3",Dublin,D03KN72,750000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3522254,-6.2375534
20/12/2024,"7 SWILLY PARK, LETTERKENNY, DONEGAL",Donegal,F92Y682,222000,No,No,0,Second-Hand Dwelling house /Apartment,,54.954711,-7.7150819
29/01/2024,"4 THE WILLOWS, JANEVILLE, CORK ROAD",Cork,P43HD70,444000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
20/05/2024,"66 Bawnogue Green, Boycetown, Kilcock",Kildare,,317200,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.40222,-6.67083
18/12/2024,"4 NEW HOUSE, CONNA, CORK",Cork,P51AY71,285000,No,No,0,Second-Hand Dwelling house /Apartment,,52.09083,-8.11056
27/06/2024,"2 CASTILLA PARK, CLONTARF, DUBLIN 3",Dublin,D03KF21,705000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3654682,-6.1965719
7/6/2024,"5 The Way, Cluain Glasan",Kilkenny,,365000,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.6615092,-7.2663317
17/05/2024,"AURAY PLACE, NEWPORT ROAD, CASTLEBAR",Mayo,F23WD86,251100,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.85,-9.3
27/09/2024,"10 BLACKOAK RISE, NEWPORT, MAYO",Mayo,F28EP65,136560,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.88333,-9.55
23/07/2024,"Apartment 35, De Verdon Place, Malahide Road",Dublin,,673690,Yes,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/06/2024,"13 ORCHARD GREEN, BROOKLAWNS, CO SLIGO",Sligo,F91D2RH,274000,No,No,0,Second-Hand Dwelling house /Apartment,,54.2758825,-8.5053795
31/10/2024,"83 BARRACK ST, DUNDALK, LOUTH",Louth,A91Y9W6,180000,No,No,0,Second-Hand Dwelling house /Apartment,,54.0059214,-6.3846495
30/08/2024,"APT 1, GARDEN VILLAGE, PORTLAOISE",Laois,R32H274,145000,No,No,0,Second-Hand Dwelling house /Apartment,,53.0484844,-7.3139726
26/04/2024,"27 DRUMALEE MANOR, DRUMALEE, CAVAN",Cavan,,259910,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.998627,-7.350403
5/1/2024,"APT 425, THE OLD CHOCOLATE FACTORY, KILMAINHAM",Dublin,D08XY80,551000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
6/11/2024,"GLENVALE LODGE, WOODENBRIDGE, WICKLOW",Wicklow,Y14KW95,420000,No,No,0,Second-Hand Dwelling house /Apartment,,52.83222,-6.23639
8/5/2024,"50 Helms Point, Church Bay Road, Crosshaven",Cork,,365000,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.79833,-8.30083
18/09/2024,"15 Suttonfield Park, Ballybetagh Road, Kilternan",Dublin,,541850,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
9/12/2024,"APT 1 KILBREW HOUSE, KILBREW DEMENSE, CURRAGHA",Meath,,135000,No,No,0,Second-Hand Dwelling house /Apartment,,53.53694,-6.44667
27/09/2024,"20 Domville Court, Cherrywood",Dublin,,634360,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/12/2024,"NO 6  BLOCK 1 RIVERWALK, INNER RINGROAD, WATERFORD CITY",Waterford,X91FN27,142000,No,No,0,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
14/02/2024,"2 KILKEEVAN PARK, CASTLEREA, ROSCOMMON",Roscommon,F45AH30,134000,Yes,No,0,Second-Hand Dwelling house /Apartment,,53.76667,-8.5
20/06/2024,"LAUREL HOUSE, TUBBERNEERING UPPER CLOGH, GOREY",Wexford,Y25E4H0,500000,No,No,0,Second-Hand Dwelling house /Apartment,,52.67472,-6.2925
27/08/2024,"16 CLOISTER CLOSE, CARYSFORT AVE, BLACKROCK",Dublin,A94R6E8,1090000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/01/2024,"933 ST FRANCIS ST, EDENDERRY, OFFALY",Offaly,R45E274,157000,No,No,0,Second-Hand Dwelling house /Apartment,,53.34528,-7.04972
9/1/2024,"4 ESTUARY COURT, ROCHESTOWN, CORK",Cork,T12AY89,360000,No,No,0,Second-Hand Dwelling house /Apartment,,51.87,-8.38306
10/12/2024,"VALE VIEW HOUSE, LISSALWAY, CASTLEREA",Roscommon,F45HN88,305000,No,No,0,Second-Hand Dwelling house /Apartment,,53.76667,-8.5
3/9/2024,"54 CHURCHWELL DR, BELMAYNE, DUBLIN 13",Dublin,D13XT96,437000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4065719,-6.1713781
3/9/2024,"4 BROOKFIELD HEIGHTS, LETTERKENNY, CO DONEGAL",Donegal,F92E5X2,275000,No,No,0,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
18/11/2024,"MOSSTOWN NORTH, DUNLEER, LOUTH",Louth,A92C928,465000,No,No,0,Second-Hand Dwelling house /Apartment,,53.8200751,-6.4381554
4/11/2024,"13 BARROW HOUSE, CUSTOM HOUSE SQ, IFSC DUBLIN 1",Dublin,D01XD78,355000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/05/2024,"8 HOLYWELL HEIGHTS HOLYWELL SWORDS, DUBLIN",Dublin,K67EK64,418000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/11/2024,"27 GLENBROOK, KILTIMAGH RD, KNOCK",Mayo,F12NH28,226000,No,No,0,Second-Hand Dwelling house /Apartment,,53.79391,-8.91961
24/06/2024,"55 OAKHILL, CASTLECOMER, KILKENNY",Kilkenny,R95P891,265000,No,No,0,Second-Hand Dwelling house /Apartment,,52.80611,-7.21056
22/07/2024,"36 BLACKDITCH RD, BALLYFERMOT, DUBLIN 10",Dublin,D10N971,315000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3427972,-6.3673088
11/6/2024,"7 TULLY ESTATE, MONAGHAN TOWN, COUNTY MONAGHAN",Monaghan,H18YT71,200000,No,No,0,Second-Hand Dwelling house /Apartment,,54.25,-6.96667
19/02/2024,"73 GRENVILLE, DUBLIN RD, PORTLAOISE",Laois,R32YY7C,297000,No,No,0,Second-Hand Dwelling house /Apartment,,53.03441,-7.29979
12/1/2024,"11 MILLFIELD ABBEY, SEAFIELD, YOUGHAL",Cork,P36WT35,272500,No,No,0,Second-Hand Dwelling house /Apartment,,51.95,-7.85056
20/08/2024,"5 GLEN VIEW, OLD YOUGHAL ROAD, CORK",Cork,T23Y2P5,185000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
26/07/2024,"Hawthorn Lodge, Casltemungret, Mungret",Limerick,,510000,No,Yes,1,Second-Hand Dwelling house /Apartment,,52.63583,-8.69667
20/08/2024,"9 HOLLY WALK, TEMPLARS HALL, KILBARRY",Waterford,X91FY7X,205000,No,No,0,Second-Hand Dwelling house /Apartment,,52.2399687,-7.1347566
26/01/2024,"130 HAMPTON WOOD RD, FINGLAS, DUBLIN 11",Dublin,D11FX45,290000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/7/2024,"116 WILLOW PARK AVENUE, BALLYMUN, DUBLIN 11",Dublin,D11PT98,575000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3902849,-6.2697934
15/10/2024,"Apartment 107  Hayfield Square, Churchview Road and Church Road, Killiney  DN15061 (part of)",Dublin,,430920,No,Yes,1,Second-Hand Dwelling house /Apartment,,,
8/3/2024,"48 Chapel Hill, Chapel Lane, Garristown",Dublin,,374450,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
13/06/2024,"6 CNOC AN ??IR, LETTERAGH ROAD, GALWAY",Galway,H91HH0C,430000,No,No,0,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
2/2/2024,"12 THE HAVEN, ST MOBHI BOITHIRIN, GLASNEVIN DUBLIN 9",Dublin,D09H3E9,498820,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/09/2024,"APT 31 CLEARWATER COURT SOUTH, ROYAL CANAL PARK, RATOATH ROAD  ASHTOWN",Dublin,D15CD86,325000,No,No,0,Second-Hand Dwelling house /Apartment,,53.35222,-7.20167
23/02/2024,"2 Meadow Green, Rowley's Lock, Boyne Road",Meath,,431720,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
9/12/2024,"100 RATOATH AVE, FINGLAS WEST, DUBLIN 11",Dublin,D11Y9W4,230000,No,No,0,Second-Hand Dwelling house /Apartment,,53.3886048,-6.3193336
10/5/2024,"345 SUNDAYS WELL, NAAS, KILDARE",Kildare,W91X5EY,428770,No,No,0,Second-Hand Dwelling house /Apartment,,53.21583,-6.66694
12/1/2024,"TULLY EAST, TULLY, CO KILDARE",Kildare,,410000,No,No,0,Second-Hand Dwelling house /Apartment,,53.15611,-6.91444
22/03/2024,"105 RIDGEWOOD GREEN, SWORDS, CO DUBLIN",Dublin,K67YW56,630000,No,No,0,Second-Hand Dwelling house /Apartment,,53.4461347,-6.2496165
5/7/2024,"58 HAMILTON PLACE, TRIM, MEATH",Meath,C15W271,436000,No,No,0,Second-Hand Dwelling house /Apartment,,53.5599313,-6.7795302
31/07/2024,"DRUMCARNMORE, LAHINCH ROAD, ENNIS",Clare,V95YE81,610000,No,No,0,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
16/01/2024,"HOUSE 3, SPRINGVALE, TUBBERCURRY",Sligo,F91C6F6,125000,No,No,0,Second-Hand Dwelling house /Apartment,,54.05,-8.73333
9/5/2024,"NORDEN, INCHINLINANE, CARRIGAPHOOKA",Cork,P12EF82,170000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
6/11/2024,"13 HIGH ST, WICKLOW",Wicklow,A67RX21,245000,No,No,0,Second-Hand Dwelling house /Apartment,,52.9792992,-6.0396101
5/4/2024,"44 Gleann an Fhia, Gurteenroe, Macroom",Cork,,299560,No,Yes,1,Second-Hand Dwelling house /Apartment,,51.9,-8.95
1/11/2024,"APARTMENT 9 OLD MEADOW, GROVE AVENUE, BLACKROCK",Dublin,A94C7Y2,722470,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.2963933,-6.195652
20/11/2024,"APT 2, 219 CLONTARF RD, CLONTARF DUBLIN 3",Dublin,D03H9N4,355560,No,No,0,Second-Hand Dwelling house /Apartment,,53.3583828,-6.1933365
9/12/2024,"HOMEVILLE, 69 MEATH RD, BRAY",Wicklow,A98RK06,855000,No,No,0,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
21/10/2024,"17 Tandys Lane, Adamstown, Lucan",Dublin,,541850,No,Yes,1,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/11/2024,"2 BARRYS PLACE, CATHEDRAL ROAD, CORK",Cork,T23HW6D,200000,No,No,0,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
15/02/2024,"6 ST ANNES, SUNBURY COURT, DARTRY RD DUBLIN 6",Dublin,D06XV22,410000,No,No,0,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/07/2024,"1 ARDSHANAVOOLEY EST, KILLARNEY, CO KERRY",Kerry,V93K2TK,250000,No,No,0,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
23/07/2024,"2 OLD COURT HOUSE, MARKET SQ, COLLON",Louth,A92DP98,234000,No,No,0,Second-Hand Dwelling house /Apartment,,53.78111,-6.48694
10/4/2024,"26 GIMONT AVE, ENNISCORTHY, WEXFORD",Wexford,Y21K0W9,125000,No,No,0,Second-Hand Dwelling house /Apartment,,52.4952292,-6.5545196
19/12/2024,"BARNAGH, NEWCASTLE WEST, LIMERICK",Limerick,,160000,No,No,0,Second-Hand Dwelling house /Apartment,,52.4277961,-9.1359258
