Date of Sale (dd/mm/yyyy),Address,County,Eircode,Price (???),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,lat,lng
1/10/2021,"BELMONT HOUSE, GREENLANE, LEIXLIP",Kildare,,"???660,987.00",No,No,Second-Hand Dwelling house /Apartment,,53.36583,-6.49556
12/4/2021,"81 BEALACH NA GAOITHE, GALWAY RD, TUAM",Galway,H54K224,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.51667,-8.85
1/12/2021,"1 FURRAMEELIA WEST, BARNA, GALWAY",Galway,,"???447,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.25194,-9.14972
20/04/2021,"3 Bridgegate Park, Ardee",Louth,,"???209,691.00",No,Yes,New Dwelling house /Apartment,,53.85972,-6.54056
13/07/2021,"49 SWEETMAN HOUSE, LONGFIELD ROAD, THE COAST",Dublin,D13VW62,"???240,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/5/2021,"COOLAHANE, LUGDUFFE, TINAHELY",Wicklow,,"???225,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.79667,-6.46333
25/05/2021,"22 THE WOODLANDS, MIDLETON, CO CORK",Cork,P25YH26,"???270,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.91526,-8.18052
19/02/2021,"21 BAWNVILLE RD, TALLAGHT, DUBLIN 24",Dublin,,"???285,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2806983,-6.3515898
4/11/2021,"72 An S??ileach??n, Raheen, Athenry",Galway,H65Y489,"???220,265.00",No,Yes,New Dwelling house /Apartment,,53.29639,-8.74306
28/09/2021,"4 Elder Heath Lane, Elder Heath, Kiltipper Road",Dublin,,"???285,462.56",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
3/6/2021,"16 BATH AVE, SANDYMOUNT, DUBLIN 4",Dublin,D04E795,"???1,130,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
12/11/2021,"239 GRIFFITH AVE, DRUNCONDRA, DUBLIN 9",Dublin,D09H5N0,"???1,140,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/08/2021,"20 WILLOWBANK PARK, RATHFARNHAM, DUBLIN 14",Dublin,D14K767,"???875,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2887399,-6.293584
8/10/2021,"GREENVIEW, 57 NEWCOURT RD, BRAY",Wicklow,A98K4W6,"???685,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.20278,-6.09833
4/11/2021,"21 BELFRY HALL, CITYWEST RD, CITYWEST DUBLIN 24",Dublin,D24DH61,"???250,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
9/12/2021,"15 DELFORD DR, ROCHESTOWN RD, CORK",Cork,T12N7TC,"???320,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
6/10/2021,"1 LONGVIEW COURT, MILLERS GLEN, SWORDS",Dublin,K67N2W5,"???481,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
7/12/2021,"34 OAKWOOD, RALLINDERREEN, KILCOLGAN",Galway,H91P8K6,"???390,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.20639,-8.86583
22/02/2021,"18 ST AONGUS GROVE, TALLAGHT, DUBLIN 24",Dublin,,"???263,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2983325,-6.3448749
26/10/2021,"AYLE, BALLYDUFF, TRALEE",Kerry,,"???160,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
18/03/2021,"TOMNAHEALY LITTLE, CASTLETOWN, COUNTY WEXFORD",Wexford,,"???105,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.72306,-6.18944
22/06/2021,"47 Mount William, Williamstown, Waterford",Waterford,,"???146,696.04",Yes,Yes,New Dwelling house /Apartment,,52.2387952,-7.0894371
9/7/2021,"NO 6 ST MARYS STREET, EDENDERRY, CO OFFALY",Offaly,R45DX61,"???205,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3379317,-7.0612969
21/12/2021,"104 THE OAKS, ROCKFIELD, DUNDRUM",Dublin,D16KD39,"???630,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/03/2021,"GLENLOUGH, BANTRY, CORK",Cork,,"???112,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.68333,-9.45
12/3/2021,"4 SRUTHAN NA TEORANN, CARRAROE, GALWAY",Galway,,"???135,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2617117,-9.6000263
1/12/2021,"CULLENSTOWN, FOULKSMILLS, CO WEXFORD",Wexford,Y35YY02,"???515,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.33417,-6.4575
16/07/2021,"89  CIOS LUACHRA, DOORADOYLE, LIMERICK",Limerick,V94HCP7,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.66472,-8.62306
15/10/2021,"SYLPHIDE, CHURCH BAY, CROSSHAVEN",Cork,,"???155,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.79833,-8.30083
13/05/2021,"1 CALVERSTOWN PLACE, CALVERSTOWN, KILCULLEN",Kildare,R56XF64,"???322,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.13028,-6.74444
10/11/2021,"11 College Avenue, Belcamp, Malahide Road",Dublin,,"???365,154.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
25/08/2021,"3 CLOGHEEN HEIGHTS, CLONAKILTY, CORK",Cork,P85W950,"???209,750.00",No,No,Second-Hand Dwelling house /Apartment,,51.614327,-8.8945028
21/12/2021,"NO. 3 MAPLE WOOD, SPRINGFIELD, TALLAGHT",Dublin,D24W7W4,"???240,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
19/10/2021,"60 HOLYWELL MANOR, SWORDS, DUBLIN",Dublin,K67XF20,"???260,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/06/2021,"CASTLEPARK, KILMIHIL, CLARE",Clare,,"???60,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.72139,-9.31861
7/7/2021,"70 RIVER GARDENS, GLASNEVIN, DUBLIN 9",Dublin,D09VY84,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3742618,-6.2675469
17/06/2021,"14 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15",Dublin,D15P275,"???270,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3799864,-6.3674399
30/04/2021,"4 MOUNT OVEL, ROCHESTOWN, CORK",Cork,T12W1XA,"???670,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8734415,-8.4100151
20/09/2021,"BALLINVOHER, CAHERLISTRANE, GALWAY",Galway,H91RT1W,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5,-9.01667
12/10/2021,"3 WILFIELD, SANDYMOUNT AVE, DUBLIN 4",Dublin,D04A9P7,"???615,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/07/2021,"5B ORCHARD CRESCENT, HIGH RD, LETTERKENNY",Donegal,F92H567,"???93,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
16/08/2021,"5 WOLFE TONE SQ NORTH, BRAY, CO WICKLOW",Wicklow,A98F5C0,"???317,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.1909628,-6.1062354
30/04/2021,"74 ARD NA GREINE, BANDUFF RD, BALLYVOLANE",Cork,,"???242,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
20/08/2021,"5 The Green, Bellingsfield, Naas",Kildare,W91RK0F,"???321,586.00",No,Yes,New Dwelling house /Apartment,,53.21583,-6.66694
20/04/2021,"31 DEERPARK CRESCENT, KILLARNEY KERRY, KERRY",Kerry,V93Y2N3,"???49,925.89",Yes,No,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
20/09/2021,"1 MOUNT PLEASANT VILLAS, RANELAGH, DUBLIN 6",Dublin,D06F802,"???515,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
30/07/2021,"21 FOREST PARK, LEIXLIP, KILDARE",Kildare,W23H0A6,"???300,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3622202,-6.5051843
25/11/2021,"53 RORY O'CONNOR PARK, DUN LAOGHAIRE, DUBLIN",Dublin,A96XR72,"???430,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2840552,-6.1553781
19/02/2021,"1 MURLACH MOORINGS, BALLYCONNEELY, GALWAY",Galway,,"???265,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4257434,-10.0719943
12/11/2021,"77 FORTFIELD RD, TERENURE, DUBLIN 6W",Dublin,D6WCC44,"???650,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3082032,-6.3022483
30/03/2021,"30 BARODA COURT, NEWBRIDGE, CO KILDARE",Kildare,,"???385,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.1807527,-6.7840625
8/12/2021,"2 Beresford Drive, Donabate",Dublin,,"???317,181.00",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
24/09/2021,"47 THE MAPLES, OAKLEIGH WOOD, TULLA ROAD ENNIS",Clare,V95DNW4,"???304,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
25/02/2021,"15 PEARSE PARK, TULLAMORE, CO OFFALY",Offaly,,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2767583,-7.5002053
5/7/2021,"4 CONNOLLY TERRACE, WATERFORD, WATERFORD",Waterford,,"???127,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.25833,-7.11194
21/10/2021,"331 HAROLDS CROSS RD, DUBLIN 6W, DUBLIN",Dublin,D6WA580,"???955,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
8/3/2021,"3 GREEN RD, CARLOW",Carlow,,"???292,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.8258665,-6.9332411
1/4/2021,"9 KIPPURE HOLIDAY COTTAGES, KIPPURE ESTATE, MANOR KILBRIDE",Wicklow,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.19845,-6.46631
21/05/2021,"43 GREENFORT EST, SLIGO, SLIGO",Sligo,F91TN3C,"???218,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.2549637,-8.4621665
19/02/2021,"1  Curate's Court, Roslevan, Ennis",Clare,,"???211,454.74",No,Yes,New Dwelling house /Apartment,,52.84361,-8.98639
11/6/2021,"URLAR, DRUMCLIFFE, SLIGO",Sligo,,"???430,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.33333,-8.5
3/6/2021,"6 GRAND VIEW TERRACE, VICTORIA RD, CORK",Cork,T12D9C0,"???370,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
26/01/2021,"22 PAIRC NA MBLATH, DUNGARVAN, WATERFORD",Waterford,,"???174,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.1046638,-7.5787683
11/6/2021,"91-99 (inclusive), Gleann an Ghairdin, Ballytegan",Wexford,,"???356,828.19",No,Yes,New Dwelling house /Apartment,,52.5,-6.66667
23/09/2021,"7 TEMPLE VIEW SQ, CLAREHALL, DUBLIN 13",Dublin,D13A3E8,"???395,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/11/2021,"205 QUAY MILLS, KILRUSH, CO. CLARE",Clare,V15P521,"???162,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.63972,-9.48333
22/07/2021,"CLOONCAGH, STROKESTOWN, CO. ROSCOMMON",Roscommon,,"???100,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.78333,-8.1
4/10/2021,"BALLYTRUST, BALLINAGH, COUNTY CAVAN",Cavan,H12FP74,"???70,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.93333,-7.41667
8/10/2021,"STATION ROAD, BALLINA, CO MAYO",Mayo,,"???295,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.1087291,-9.1607785
18/10/2021,"37 the square, drummin village, nenagh",Westmeath,,"???193,833.00",No,Yes,New Dwelling house /Apartment,,53.5,-7.5
31/03/2021,"CLOONFEIGHTRIN, DOOCASTLE, BALLYMOTE",Mayo,,"???24,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.75977,-9.11719
14/10/2021,"1 CHERRY TREE ROAD, TOGHER, CO CORK",Cork,T12N5NE,"???257,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.8775,-8.49167
20/12/2021,"CLAREY, NURNEY, KILDARE",Kildare,R51V652,"???510,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.09583,-6.95111
10/12/2021,"41 GLEBE SQ NEWCASTLE, NEWCASTLE, DUBLIN",Dublin,D22TR84,"???255,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
26/08/2021,"27 THE BRIARS, BALTRASNA PARK, ASHBOUNE",Meath,A84PK07,"???435,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
26/08/2021,"11 COOLBANE WOOD, CASTLECONNELL, LIMERICK",Limerick,V94VKA9,"???620,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.71389,-8.49944
5/5/2021,"6 FORSTER WALK, LUCAN, DUBLIN",Dublin,K78KD80,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
1/12/2021,"SHORE LANE, CARRICKMORE, ST. JOHNSTON",Donegal,F93E932,"???85,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.93553,-7.46109
2/2/2021,"DRUMABODAN, RAMELTON, DONEGAL",Donegal,,"???175,000.00",No,No,Second-Hand Dwelling house /Apartment,,55.03673,-7.64923
10/6/2021,"PALM COTTAGE, UNION RD, KILMACTHOMAS",Waterford,X42YV30,"???152,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.20972,-7.42583
15/11/2021,"24 CASTLEFORDE, BALLYCONNELL, CAVAN",Cavan,H14WY40,"???115,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.1161801,-7.5797964
24/06/2021,"13 Barnwell Park, Barnwell Park, Hansfield",Dublin,,"???310,572.69",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
11/11/2021,"153 AN FIODAN, DOUGHISKA, GALWAY",Galway,H91R76D,"???302,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.2805857,-8.981893
19/03/2021,"164 CARLTON COURT, SWORDS, DUBLIN",Dublin,,"???400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4521127,-6.2212353
29/03/2021,"80 ARDSHANAVOOLY EST, PARK RD, KILLARNEY",Kerry,V93R25P,"???200,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.05,-9.51667
24/03/2021,"LICKOWEN, TOEHEAD, CASTLETOWNSEND",Cork,,"???30,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.52639,-9.18333
9/3/2021,"107 TIRELLAN HEIGHTS, HEADFORD RD, GALWAY",Galway,,"???270,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.27194,-9.04889
20/12/2021,"22 THE SQUARE, BELFRY CITYWEST, TALLAGHT DUBLIN 24",Dublin,D24W103,"???225,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
18/11/2021,"59 BALLYCASEY CRESCENT, BALLYCASEY, SHANNON",Clare,V14TP60,"???130,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.70389,-8.86417
29/06/2021,"6 PARK PLACE, MARY ST, TRALEE",Kerry,V92X862,"???117,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.27042,-9.70264
28/05/2021,"APT 8 BLOCK 1, THE MOTTE, COIS ABHAINN CLANE",Kildare,,"???177,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.29139,-6.68917
30/06/2021,"THE MOY, SUMERHILL, MEATH",Meath,,"???435,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
10/11/2021,"ARDOON, DUNGUAIRE, KINVARA",Galway,H91XEE6,"???525,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.13944,-8.93361
15/12/2021,"9 DOWNPATRICK RD, DUBLIN 12, DUBLIN",Dublin,D12XK49,"???275,103.00",No,No,Second-Hand Dwelling house /Apartment,,53.3266234,-6.2998838
16/02/2021,"4 SILVERSTREAM PARK, STAMULLEN, CO. MEATH",Meath,,"???340,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.66667,-6.66667
27/04/2021,"23 CASTLEPARK, RATHKEALE, LIMERICK",Limerick,V94X9FA,"???240,000.00",No,Yes,New Dwelling house /Apartment,,52.52444,-8.93806
1/10/2021,"35 DARRAGH PARK, WICKLOW, WICKLOW",Wicklow,A67VH79,"???231,200.00",No,No,Second-Hand Dwelling house /Apartment,,52.9762434,-6.0483621
23/12/2021,"PARK RD, SWINFORD, MAYO",Mayo,,"???40,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6148902,-9.2115507
9/12/2021,"BAWNTAMEENA, RACECOURSE RD, THURLES",Tipperary,E41TW97,"???310,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
5/2/2021,"45 MICHAEL DAVITT PARK, WESTPORT, MAYO",Mayo,,"???195,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.8064727,-9.5322326
15/02/2021,"52 PARK COURT, BALLYVOLANE, CORK",Cork,,"???256,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.916905,-8.4574982
21/12/2021,"KNOCKNASHEE, BOYLE, CO. ROSCOMMON",Roscommon,F52Y895,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.9730241,-8.3023345
19/10/2021,"41 ROSEWOOD, JOHNSWELL RD, KILKENNY",Kilkenny,R95A8X0,"???105,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.65417,-7.25222
15/01/2021,"4 SEAVIEW TERRACE, BUNMAHON, CO. WATERFORD",Waterford,,"???165,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.14028,-7.37444
19/10/2021,"40 MARBLE COURT, PAULSTOWN, KILKENNY",Kilkenny,R95P967,"???96,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.6784751,-7.0237783
6/4/2021,"29 ABBYWELL, CHAPEL RD, MALAHIDE",Dublin,,"???405,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
2/2/2021,"9 DUNBANE, CARRICK ON SUIR, TIPPERARY",Tipperary,,"???43,333.00",No,No,Second-Hand Dwelling house /Apartment,,52.3495704,-7.3950868
19/08/2021,"APARTMENT 18, CASTLECOURT, CASTLECONNELL",Limerick,V94W016,"???117,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.7204268,-8.4988761
29/01/2021,"3 ROEBUCK, BLACKROCK ROAD, DUNDALK",Louth,,"???150,000.00",No,No,Second-Hand Dwelling house /Apartment,,54,-6.41667
3/9/2021,"22 GLASHEEN, MEATH",Meath,C15P8H1,"???265,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6301061,-6.531795
17/12/2021,"33 DUN LIA, LOUGHTAGALLA, THURLES",Tipperary,E41H2F6,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.47333,-8.15583
2/6/2021,"16 WOOD DALE RD, CLIFFLANDS, RUSH",Dublin,K56YP08,"???378,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
24/02/2021,"16 SCHOLARS WALK, LUSK VILLAGE, LUSK",Dublin,,"???223,041.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
15/12/2021,"GREENOCK, INCH, BLACKWATER",Wexford,Y21TK37,"???282,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.44667,-6.34528
23/12/2021,"12 CHAPELWOOD GREEN, HOLLYSTOWN, DUBLIN 15",Dublin,D15EY04,"???382,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
23/03/2021,"No. 49 Kerlogue Manor, Rocksborough",Wexford,,"???214,977.97",No,Yes,New Dwelling house /Apartment,,52.5,-6.66667
19/08/2021,"36 CLUAIN DARA, LEIXLIP, KILDARE",Kildare,W23K371,"???266,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3637049,-6.5110449
19/04/2021,"39 BEAUPARK SQ, CLONGRIFFIN, DUBLIN 13",Dublin,D13VY36,"???375,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
14/10/2021,"10 THE GROVE, INSE BAY, LAYTOWN",Meath,A92C9X2,"???287,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.6836701,-6.2467015
16/07/2021,"21 RATHILLION, KILLESHIN, CARLOW",Laois,,"???189,427.00",No,Yes,New Dwelling house /Apartment,,53,-7.4
10/12/2021,"35 KILMAINHAM BANK, EMMET RD, DUBLIN 8",Dublin,D08P297,"???342,500.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
20/08/2021,"11 CLOUGH DILLONS, KEENAGH, LONGFORD",Longford,N39E171,"???168,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.6186736,-7.8139135
16/12/2021,"131 Station Walk, Rickardstown, Newbridge",Kildare,,"???268,722.45",No,Yes,New Dwelling house /Apartment,,53.18194,-6.79667
18/05/2021,"OAKLEY PARK, CLAREEN, BIRR",Offaly,,"???230,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.09139,-7.91333
24/06/2021,"6 KILLYLASTIN HEIGHTS, KILLYLASTIN, LETTERKENNY",Donegal,F92RPH2,"???170,000.00",No,No,Second-Hand Dwelling house /Apartment,,54.95,-7.73333
7/10/2021,"15 The Rise, Westfield, Leixlip",Kildare,,"???370,044.00",No,Yes,New Dwelling house /Apartment,,53.3688409,-6.5205186
14/09/2021,"18 SPRINGFIELD, MULLINGAR, CO WESTMEATH",Westmeath,N91V9K5,"???40,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.5335365,-7.3241907
5/7/2021,"82 ASHFIELD RISE, BALBRIGGAN, DUBLIN",Dublin,K32YF76,"???266,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.6150227,-6.1949091
14/10/2021,"47 PARK RIDGE, GRANGE RATH, DROGHEDA",Meath,A92NW08,"???161,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.7056698,-6.3003504
28/10/2021,"24 CLANCY ST, FERMOY, CORK",Cork,P61CD72,"???129,700.20",Yes,No,Second-Hand Dwelling house /Apartment,,52.1349695,-8.2789284
27/08/2021,"ARDGLASS, CLONROAD BEG, ENNIS",Clare,,"???590,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.84361,-8.98639
23/09/2021,"42 SEAGULL PARK, CLOGHERHEAD, CO LOUTH",Louth,,"???70,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.79361,-6.2375
24/03/2021,"10 AN GLEANN, BRUACH NA HABHAINN, QUIN RD",Clare,,"???126,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.81556,-8.96667
11/2/2021,"139 MILLRACE RD, PHOENIX PARK, DUBLIN 7",Dublin,,"???355,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
5/11/2021,"35 Gort na Glaise, Kilmoney Road, Carrigaline",Cork,,"???76,651.98",Yes,Yes,New Dwelling house /Apartment,,51.81167,-8.39861
22/06/2021,"BLOCK 4A NO. 75 THE MOYLE, PROSPECT HILL  TOLKA VALLEY, ROAD  FINGLAS  DN147704F",Dublin,D11N2X4,"???32,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.38917,-6.29694
16/07/2021,"11 OLD FARM, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15",Dublin,D15DC61,"???226,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
31/05/2021,"42 AIRPARK AVE, STOCKING LANE, RATHFARNHAM DUBLIN 16",Dublin,D16N440,"???425,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
16/03/2021,"GALBALLY BALLYHOGUE, ENNISCORTHY, WEXFORD",Wexford,,"???190,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.50083,-6.55778
24/06/2021,"14KNIGHT HAVEN, VALENTIA, KERRY",Kerry,,"???297,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.16667,-9.75
6/5/2021,"13 NEEDHAM PLACE, OFF DUNBAR ST, CORK",Cork,T12E6C4,"???205,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
23/12/2021,"2 HOLLAND ST, LISCANNOR, CLARE",Clare,V95A7K7,"???280,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.94167,-9.38583
17/12/2021,"24 REENROUR EAST, BANTRY, CORK",Cork,P75T208,"???95,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,51.6854839,-9.4488382
14/09/2021,"STRATNAKELLY R C, TINAHELY CO WICKLOW",Wicklow,,"???50,900.00",Yes,No,Second-Hand Dwelling house /Apartment,,52.79667,-6.46333
12/1/2021,"43 Crieve Mor Avenue, Crievesmith, Letterkenny",Donegal,,"???169,603.52",No,Yes,New Dwelling house /Apartment,,54.95,-7.73333
1/3/2021,"SYCAMORE HOUSE, UPPER BRANCH RD, TRAMORE",Waterford,,"???315,000.00",No,No,Second-Hand Dwelling house /Apartment,,52.16235,-7.15244
30/08/2021,"BALLYGOUGHLIN, GLIN, LIMERICK",Limerick,,"???42,500.00",No,No,Second-Hand Dwelling house /Apartment,,52.57028,-9.28278
3/6/2021,"14 MOUNT EUSTACE CLOSE, TYRRELSTOWN, DUBLIN 15",Dublin,D15W1C7,"???220,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.4202998,-6.3928312
3/11/2021,"165 BENMADIGAN RD, DRIMNAGH, DUBLIN 12",Dublin,D12K585,"???320,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3332626,-6.3162839
19/10/2021,"2 ABBOTSTOWN AVE, FINGLAS WEST, DUBLIN 11",Dublin,D11DK1K,"???230,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.3886418,-6.3174234
8/1/2021,"FINNOR, CROGHAN, CARRICK ON SHANNON",Roscommon,,"???41,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.63333,-8.18333
24/02/2021,"6 LIMELAWN WOOD, CLONSILLA, DUBLIN 15",Dublin,,"???400,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
25/08/2021,"97 JOLLY MARINER, COOSAN RD, ATHLONE",Westmeath,N37WV02,"???145,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
4/5/2021,"4 The Wood, Bellingsmore, Hollystown",Dublin,,"???312,775.33",No,Yes,New Dwelling house /Apartment,,53.33306,-6.24889
31/03/2021,"ST. JOSEPHS, RAILWAY VIEW, ATHLONE",Westmeath,,"???301,000.00",No,No,Second-Hand Dwelling house /Apartment,,53.43333,-7.95
23/04/2021,"10 Highfields, Ardeskin, Donegal Town",Donegal,,"???211,454.00",No,Yes,New Dwelling house /Apartment,,54.91667,-8
12/2/2021,"33 NEWTON COURT, GRANGE DOUGLUS, CORK",Cork,,"???292,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.89797,-8.47061
21/05/2021,"3 DAROGE, SEVEN OAKS, CHURCH AVE DUBLIN 6",Dublin,D06TC93,"???70,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,53.33306,-6.24889
22/02/2021,"36 HAWTHORN HILL, WHITEBROOK, PEMBROKESTOWN",Wexford,,"???216,453.00",No,Yes,New Dwelling house /Apartment,,52.21889,-6.60528
1/11/2021,"PROSPECTHALL, KINSALEBEG, YOUGHAL",Cork,P36CH24,"???160,000.00",No,No,Second-Hand Dwelling house /Apartment,,51.95,-7.85056
